cell	clone
8081191	11/14/26/29/31/36/37/40/42
8117318	9/15/19/21/22/23/24/25
8169477	51
8173637	5/6/7/12/16/18/20/30
8213964	11/14/26/29/31/36/37/40/41
8256854	9/15/19/21/22/23/24/25
8354287	11/14/26/29/31/36/37/40/41
8408871	9/15/19/21/22/23/24/25
8443101	38/39
8464304	0/1
8469184	0/1
8477336	0/1
8487313	11/14/26/29/31/36/37/40/43
8541488	9/15/19/21/22/23/24/25
8544864	9/15/19/21/22/23/24/25
8560506	8/10/13/17/35
8571917	35
8589800	52/54
8596708	0/1/3/4/8/10
8597416	0/1
8607428	0/1
8608440	0/1
8609138	2
8615019	3/4
8617659	2
8619208	3/4
8620131	0/1
8620681	0/1
8632380	11/14/26/29/31/36/37/40/41
8649464	45
8654338	45
8654752	11/14/26/29/31/36/37/40/42
8655720	11/14/26/29/31/36/37/40/43
8657142	11/14/26/29/31/36/37/40/41
8663812	11/14/26/29/31/36/37/40/41
8667136	11/14/26/29/31/36/37/40
8668134	41/45
8669441	41
8681195	9/15/19/21/22/23/24/25
8681910	27
8682279	9/15/19/21/22/23/24/25
8700405	8/10/13/17/35
8713633	8/10/13/17
8715473	8/10/13/17
8715685	35
8720858	8/10/13/17
8727402	47
8731514	48
8731582	50
8735104	5/6/7/12/16/18/20/30
