	0	1	2	3	4	5	6	7	8	9
8477336	18	0	73	0	14	0	0	25	0	91
8607428	11	0	0	75	72	0	62	69	0	52
8609138	0	84	0	48	99	0	6	0	71	82
8617659	0	70	0	10	0	52	11	53	14	89
8464304	95	48	12	78	97	10	33	0	0	83
8469184	0	25	62	0	0	0	0	74	84	91
8620131	38	0	0	10	52	59	17	0	0	0
8620681	66	0	70	23	28	39	48	0	0	62
8667136	52	33	0	91	94	0	0	66	13	0
8173637	9	57	0	0	27	52	94	87	31	75
8735104	9	57	0	40	27	52	0	87	31	75
8608440	54	16	18	27	72	55	91	0	84	0
8597416	33	0	85	27	8	-1	0	53	0	0
8081191	52	33	0	91	94	0	33	33	13	0
8654752	52	33	0	91	94	0	0	0	13	0
8615019	87	0	0	0	0	0	8	-1	74	6
8619208	94	0	62	0	0	11	8	-1	0	6
8596708	0	0	0	23	13	62	8	-1	0	6
8681910	51	78	10	27	94	39	0	11	61	35
8655720	52	33	0	91	94	0	0	55	13	59
8487313	52	33	0	91	94	0	0	0	13	0
8720858	0	15	92	82	97	84	8	-1	99	6
8541488	0	22	10	27	68	39	87	11	78	35
8408871	0	0	10	27	55	39	21	11	65	35
8682279	32	59	10	27	0	39	0	11	0	35
8213964	52	33	0	91	94	84	0	0	13	0
8443101	18	22	10	27	0	39	87	11	0	35
8256854	6	73	10	27	0	39	0	11	0	35
8544864	0	0	10	27	59	39	0	11	17	35
8117318	70	74	10	27	14	39	13	11	74	35
8681195	0	0	10	27	0	39	72	11	78	35
8632380	52	33	0	91	94	0	98	0	13	0
8669441	52	33	0	91	94	0	0	94	13	0
8654338	52	33	15	91	94	0	0	0	13	0
8668134	52	33	0	91	94	14	0	0	13	78
8649464	52	33	0	91	94	0	0	0	13	0
8354287	52	33	0	91	94	0	0	0	13	0
8663812	52	33	21	91	94	0	0	0	13	67
8657142	52	33	0	91	94	0	0	0	13	0
8571917	0	15	92	82	0	84	8	-1	0	6
8713633	25	15	92	82	2	84	8	-1	90	6
8715473	0	15	92	82	0	84	8	-1	0	6
8589800	18	22	10	27	15	39	87	11	0	35
8700405	0	15	92	82	0	84	8	-1	0	6
8560506	0	15	92	82	0	84	8	-1	0	6
8715685	0	15	92	82	85	84	8	-1	0	6
8731514	18	22	10	27	13	39	87	11	0	35
8731582	18	22	10	27	0	39	87	11	0	35
8169477	18	22	10	27	78	39	87	11	2	35
8727402	18	22	10	27	0	39	87	11	0	35
