cell	clone
2714482	12
2733829	5/11/15/17/22
2794190	21
2818285	34
2832326	10/13/37
2836991	1/3
2842455	0
2844258	4
2849235	0
2857402	6
2858126	21
2862729	6
2867494	21
2891553	22
2900841	22
2902930	5/11/15/17
2905683	22
2909964	0/2
2910911	0/1
2911619	0
2917318	0
2921631	4
2922643	1/5
2923341	1
2926107	3
2927193	0
2929222	7
2931862	2
2933411	1
2934334	9
2934666	6
2934884	12/23
2946583	21
2958604	21
2961135	5/11/15/17/22
2963667	5/11/15/17/22
2965255	34
2965384	5/11/15/17
2968541	33
2968955	22
2969923	33
2970595	29
2971345	22
2972646	33
2975782	22
2976390	22
2978015	22
2981339	22
2982337	22
2983644	22
