0,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625
0.11111,0,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11112
0.00625,0.95,0,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625
0.00625,0.95,0.00625,0,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625
0.00625,0.95,0.00625,0.00625,0,0.00625,0.00625,0.00625,0.00625,0.00625
0.00625,0.95,0.00625,0.00625,0.00625,0,0.00625,0.00625,0.00625,0.00625
0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0,0.00625,0.00625,0.00625
0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0,0.00625,0.00625
0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0,0.00625
0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0
