0,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11112
0.11111,0,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11112
0.11111,0.11111,0,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11112
0.11111,0.11111,0.11111,0,0.11111,0.11111,0.11111,0.11111,0.11111,0.11112
0.11111,0.11111,0.11111,0.11111,0,0.11111,0.11111,0.11111,0.11111,0.11112
0.11111,0.11111,0.11111,0.11111,0.11111,0,0.11111,0.11111,0.11111,0.11112
0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0,0.11111,0.11111,0.11112
0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0,0.11111,0.11112
0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0,0.11112
0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11112,0
