cell	clone
8168535	3/6
8395732	8/16/24/27/40/43/46/47/48/50
8396127	8/16/24/27/40/43/46/47/48/50
8410561	8/16/24/27/40/43/46/47/48/50
8655032	0
8667415	8/16/24/27/40/43/46/47/48/50
8701842	8/16/24/27/40/43/46/47/48/50
8715673	3/6/11
8744180	3/6
8757829	22/25/31/32/35/38/39
8772558	53
8772887	53
8793918	0
8799845	0
8832902	8/16/24/27/40/43/46/47/48/50
8839122	8/16/24/27/40/43/46/47/48/50
8840552	8/16/24/27/40/43/46/47/48/50
8847208	8/16/24/27/40/43/46/47/48/50
8851554	8/16/24/27/40/43/46/47/48/50
8865148	3/6
8865515	3/6
8918087	22/25/31/32/35/38/39
8928942	65
8930322	0
8935143	0
8935232	0
8936898	0
8938753	0
8944743	0
8946465	1/2
8947300	0
8950697	0
8953038	0
8967361	8/16/24/27/40/43/46/47/48/50
8975101	8/16/24/27/40/43/46/47/48/50
8979101	8/16/24/27/40/43/46/47/48/50
8987473	8/16/24/27/40/43/46/47/48/50
9006820	3/6/11
9010752	3/6/15
9017388	3/6
9020821	12/13
9024947	15
9033878	3/6
9047106	18/19/20/21/23/29/33
9048946	3/6
9049158	18/19/20/21/23/29/33
9054331	3/6
9064987	22/25/31/32/35/38/39
9065055	22/25/31/32/35/38/39
9068577	22/25/31/32/35/38/39
