cell	clone
6240109	43
6350684	66
6375381	2/5
6389069	0
6494886	0
6528611	16/28/34
6629264	16/28/30
6678945	58/62
6686196	63
6686367	63
6695415	7/9/12/13/17/20/21/35/51/72
6709686	0
6750738	16/31
6759153	3
6768511	3
6773258	37
6778410	8/25/33/36/46/52/65
6792260	8/25/33/36/46/52
6805581	7/9/12/13/17/20/21/35/51/71
6807018	7/9/12/13/17/20/21/35/51
6813140	0
6813848	0
6823860	0
6824872	0
6825570	0
6831451	0
6834091	0
6835640	0
6836563	0
6837113	2/5
6848812	16/31
6863364	3
6865896	48
6867484	3
6870770	48
6871184	3
6872152	3
6873574	3
6880244	37
6883568	3
6884566	3
6885873	3
6891569	8/25/33/36/46/52
6897627	8/25/33/36/46/52
6897632	8/25/33/36/46/52
6898342	8/25/33/36/46/52
6898711	8/25/33/36/46/52
6903215	8/25/33/36/46/52
6915389	7/9/12/13/17/20/21/35/51/71
6916837	7/9/12/13/17/20/21/35/51/71
