cell	clone
6443462	18/24/25
6472371	11/12/14/15/16/17/39/40
6734079	0/2/4/7
6753762	29
6808900	43
6906971	33
6962265	47/49
6987307	1/3
7022889	8
7046488	18/24/25
7057224	43
7122745	2/4/7
7143425	8
7155862	33
7157506	33
7159447	33
7170800	18/24/25
7172018	18/24/25
7173584	18/24/25
7178495	45/46
7184460	43
7185518	43
7218003	55
7218213	47/49
7223060	41/53/66
7229350	0/1/3
7230058	0/1/3
7240070	0/2/4/7
7241082	0
7241780	0
7247661	0
7250301	2/4/7
7251850	1/3
7252773	0
7253323	0
7265022	8
7279574	23
7283012	9/13/19/31/32
7291357	33
7292523	9/13/19/31/32
7294913	18/24/25
7304900	9/13/19/31/32
7309921	42/48/50
7316557	8
7319990	8
7324116	8
7335615	11/12/14/15/16/17/39/40
7347016	47/49
7355775	41/59
7359360	41/56
