	0	1	2	3	4	5	6	7	8	9
10332291	0	65	0	18	58	10	0	0	77	0
10281816	0	11	77	18	65	18	0	59	10	10
10260865	49	81	25	13	89	0	0	10	0	25
10259918	18	0	68	36	29	35	65	80	27	31
10296537	6	0	83	0	58	83	94	65	0	2
10283365	73	0	77	81	0	0	10	0	54	1
10061432	35	10	21	18	27	81	85	10	68	59
10272597	70	32	66	40	0	0	85	85	18	0
10271585	25	0	83	88	66	0	9	99	6	0
10179907	0	35	0	19	10	0	0	77	51	-1
10261573	95	0	83	28	0	18	0	0	24	0
10273295	6	0	77	45	83	0	40	65	77	95
10284288	38	90	77	81	0	11	60	29	59	0
10171785	0	0	0	48	69	0	85	25	58	10
10284838	15	0	85	70	19	0	85	36	37	21
10063162	56	60	72	35	10	32	49	84	66	10
10279176	73	0	0	0	57	32	0	84	66	86
10190955	18	0	0	32	49	2	18	0	0	60
10321299	59	3	77	0	95	28	85	0	83	65
10346436	0	0	0	0	0	32	3	84	32	70
10361997	0	0	0	69	13	32	0	84	0	70
10350940	0	0	0	81	85	32	96	84	0	70
10147690	0	0	0	81	0	32	72	84	0	70
10311089	0	13	59	32	77	0	21	0	0	32
10129547	59	3	18	0	0	97	85	6	0	65
10318495	59	3	78	0	0	56	85	0	0	65
10313621	59	3	0	0	17	0	85	0	32	65
10331293	59	3	27	0	17	0	85	0	0	65
10119480	59	3	0	0	79	10	85	83	18	65
10247424	0	37	0	90	19	32	48	84	10	70
10243755	0	0	72	67	18	32	0	84	0	70
10143451	0	18	0	66	0	32	10	84	0	70
9895738	0	27	81	32	18	0	83	0	50	0
10197964	0	0	81	32	0	89	0	18	0	62
10315338	59	3	44	2	0	0	85	69	18	65
9695220	59	3	0	77	2	77	85	0	0	65
10319877	59	3	66	0	32	0	85	0	11	65
10333598	59	3	49	17	13	0	85	0	2	65
10147522	62	36	0	0	0	32	0	84	0	70
10363114	62	36	0	0	97	32	0	84	36	70
10345357	62	36	0	0	59	32	37	84	0	70
10345352	62	36	25	77	59	32	37	84	89	70
10346067	67	94	0	83	0	32	0	84	59	70
10231255	59	3	28	0	35	24	85	69	6	65
10315209	59	3	0	34	31	0	85	69	0	65
10228107	59	3	0	0	0	0	85	0	0	65
10339294	0	0	0	95	0	32	0	84	0	70
10237225	0	0	0	0	0	32	0	84	0	70
10327969	59	3	10	0	0	0	85	0	0	65
10318909	59	3	10	95	0	0	85	70	70	65
