cell	clone
10756502	57/58
11006860	42/48/53/61
11016456	42/48/53/61
11058815	9/11/12/15/20/23/29/30/33/35/38/39/41/43/50
11094243	2/3/6/7/8/10/13/14/17/18/21/22/24/25/31/32/34/36/40
11176121	4/16/19/26/27/28/37
11199770	57/58
11229173	0
11242298	0
11245151	2/3/6/7/8/10/13/14/17/18/21/22/24/25/31/32/34/36/40
11306384	42/48/53/61
11313969	42/48/53/61
11355798	9/11/12/15/20/23/29/30/33/35/38/39/41/43/50
11383996	5
11415182	2/3/6/7/8/10/13/14/17/18/21/22/24/25/31/32/34/36/40
11449704	66/69
11459667	42/48/53/61
11486851	4/16/19/26/27/28/37
11519399	0
11520107	0
11530119	1
11531131	0
11531829	5
11537710	0
11540350	0
11541899	1
11542822	0
11543372	2/3/6/7/8/10/13/14/17/18/21/22/24/25/31/32/34/36/40
11555071	2/3/6/7/8/10/13/14/17/18/21/22/24/25/31/32/34/36/40
11572155	42/48/53/61/68
11577029	42/48/53/61
11577443	42/48/53/61
11578411	42/48/53/61
11579833	42/48/53/61
11586503	42/48/53/61
11589827	66/69
11590825	67
11592132	66/69
11603886	42/48/53/61
11604601	42/48/53/61
11604970	42/48/53/61
11623096	4/16/19/26/27/28/37
11636324	46/49
11638164	4/16/19/26/27/28/37
11638376	51
11643549	9/11/12/15/20/23/29/30/33/35/38/39/41/43/50
11650093	57/58
11654205	9/11/12/15/20/23/29/30/33/35/38/39/41/43/50
11654273	9/11/12/15/20/23/29/30/33/35/38/39/41/43/50
11657795	9/11/12/15/20/23/29/30/33/35/38/39/41/43/50
