cell	clone
10416789	57
10437125	3/6/9
10845830	44/58/65/68
10883929	44/58/65/68
10885416	44/58/65/68
10990286	12/13/19/22/27
11094469	49
11153305	12/13/19/22/27
11161031	12/13/19/22/27
11265343	29/39
11314858	2
11368619	44/58/65/68
11421320	10/11/16/41
11423078	10/11/16
11428076	43
11429898	2
11449713	57
11452371	57
11454417	59
11467843	0/2
11468551	0
11478563	0
11479575	0
11486154	3/6/9
11488794	3/6/9
11491266	3/6/9
11491816	12/13/19/22/26
11503515	12/13/19/22/27
11520599	4/7/15
11525473	4/7/15
11525887	4/7/15
11526855	40
11528277	4/7/15
11534947	4/7/15
11538271	4/7/15
11539269	4/7/15
11540576	4/7/15
11552330	44/58/65/68
11553414	44/58/65/68
11586608	44/58/65/68
11586820	71
11591993	44/58/65/68
11602717	29/39
11606239	29/39
11620573	57
11623551	49/61
11624852	57
11635191	57
11637594	49
11640490	49
