cell	clone
10447314	36/42
10500879	38/48
10527297	58
10535000	2
10645919	15/17/19/28/39/40/41/45/46
10675391	1/6/7
10689889	36/42
10702341	33
10708657	33
10719783	33
10723102	12/14/20/25/27/29
10731035	38/48
10737446	65
10794718	2
10822927	44
10832200	12/14/20/25/27/29
10832485	12/14/20/25/27/29
10834812	12/14/20/25/27/29
10858302	65
10858305	65
10859361	69
10879498	15/17/19/28/39/40/41/45/46
10896285	0/1/5/8
10896993	0
10907005	1/5
10908017	3
10908715	1/6/7
10914596	1/5
10917236	1/6/7
10918785	2
10919708	0
10920258	11/22
10931957	36/42
10951224	12/14/20/25/27/29
10960772	12/14/20/25/27/29
10962819	12/14/20/25/27/29
10964753	12/14/20/25/27/29
10965178	12/14/20/25/27/29
10965631	12/14/20/25/27/29
10969588	12/14/20/25/27/29
10972924	38/48/53/63
10976856	38/48
10983492	60
10986925	38/48
10990880	38/48
10991051	38/48
10999982	15/17/19/28/39/40/41/45/46
11013210	15/17/19/28/39/40/41/45/46
11015050	15/17/19/28/39/40/41/45/46
11015262	15/17/19/28/39/40/41/45/46
