cell	clone
10210154	0
10499042	51/52/68
10647292	62
10787845	62
10808331	50/58/71/77
10819649	0
10846693	5/12/15/17/26/27/29/35/36/37/41/42
10943320	67/69
10989160	0
11011033	5/12/15/17/26/27/29/35/36/37/41/42
11023554	45/46
11042900	45/46
11046821	2/3/16/19/21/22/24/30/31/34/40/48
11053407	60/64
11074213	5/12/15/17/26/27/29/35/36/37/41/42
11085637	62
11092139	73
11099118	62
11125268	0
11125976	0
11135988	0
11137000	0
11143579	0
11146219	0
11147768	0
11148691	0
11149241	0
11160940	5/12/15/17/26/27/29/35/36/37/41/42
11178024	5/12/15/17/26/27/29/35/36/37/41/42
11182898	45/46
11183312	44
11184280	5/12/15/17/26/27/29/35/36/37/41/42
11185702	44
11192372	45/46
11195696	47
11196694	44
11198001	44
11209755	2/3/16/19/21/22/24/30/31/34/40/48
11210470	54/55
11210839	54/55
11244033	72
11244245	62
11249418	5/12/15/17/26/27/29/35/36/37/41/42
11260142	67/69
11263664	67/69
11276588	5/12/15/17/26/27/29/35/36/37/41/42
11277998	51/52/68/75
11280976	51/52/68
11282277	51/52/68
9548613	44
