	0	1	2	3	4	5	6	7	8	9
8054423	46	42	98	58	40	94	17	77	43	0
8982464	91	54	3	71	40	94	54	0	0	44
8857015	76	42	88	9	40	94	26	27	42	7
8980991	76	91	62	9	40	94	81	27	44	1
8970921	47	99	84	71	40	94	44	5	98	75
8969211	0	0	77	71	40	94	1	47	99	17
8862746	58	99	0	63	40	94	47	59	0	23
8994163	9	99	83	51	40	94	42	55	98	83
8912062	47	42	0	21	40	94	44	77	95	43
9008715	47	42	98	26	40	94	44	77	95	58
9031224	47	42	51	55	40	94	44	77	95	79
9025595	47	42	82	0	40	94	44	77	95	80
8781259	47	42	0	79	40	94	44	77	95	45
8959199	25	78	77	62	40	94	98	17	62	53
8976802	1	5	0	91	40	94	46	51	74	33
8970223	100	23	68	84	40	94	31	47	87	18
8958491	0	75	84	18	40	94	0	99	53	51
8885527	53	99	83	0	40	94	0	55	0	83
9016121	47	42	4	0	40	94	44	77	95	0
9016535	47	42	72	0	40	94	44	77	95	0
9012835	47	42	0	77	40	94	44	77	95	0
9028919	47	42	32	0	40	94	44	77	95	0
8981914	5	36	84	71	40	94	14	55	3	37
8645152	53	99	83	94	40	94	55	55	0	83
8889517	53	99	83	0	40	94	0	55	63	83
9011247	47	42	0	40	40	94	44	77	95	74
8790590	47	42	54	0	40	94	44	77	95	0
9018925	47	42	54	0	40	94	44	77	95	0
9062188	0	99	1	63	40	94	95	100	38	77
8979442	32	26	84	94	40	94	98	26	43	0
8745449	9	28	84	43	40	94	19	91	49	87
9029917	47	42	17	60	40	94	44	77	95	85
9017503	47	42	17	98	40	94	44	77	95	0
9048566	91	86	26	79	40	94	3	88	100	0
8818504	91	19	26	79	40	94	1	88	100	99
9043693	91	1	26	79	40	94	0	88	100	99
8957089	0	99	1	63	40	94	95	100	38	77
8800546	91	86	26	79	40	94	0	88	100	95
9042983	91	86	26	79	40	94	0	88	100	0
9036920	91	20	26	79	40	94	0	88	100	83
9042978	91	26	26	79	40	94	9	88	100	39
9044062	91	26	26	79	40	94	9	88	100	0
9060740	72	99	1	63	40	94	95	100	38	77
8931202	91	40	26	79	40	94	0	88	100	0
8927680	91	74	26	79	40	94	0	88	100	0
8946377	0	99	1	63	40	94	95	100	38	77
8702921	91	0	26	79	40	94	72	88	100	0
8921109	91	0	26	79	40	94	0	88	100	0
8827911	0	99	1	63	40	94	95	100	38	77
9075416	0	99	1	63	40	94	95	100	38	77
