cell	clone
5201487	57
5814276	46
5820973	10/14/15/22/23/27/29/40/43
5907056	10/14/15/22/23/27/29/40/43
5971633	0/1
6015493	53/54
6020220	16/37/38/45/47/48
6046124	6
6093561	16/37/38/45/47/48
6127500	0/1
6133015	2
6139818	7
6174155	10/14/15/22/23/27/29/40/43
6206215	9/13/24/32/67
6210519	9/13/24/32/67
6212271	69
6214490	0/1
6215437	0/1
6216145	7
6221844	5
6226157	0/1
6227169	5
6227867	0/1
6233748	2
6236388	0/1
6237937	0/1
6238860	0/1
6239410	2
6251109	10/14/15/22/23/27/29/40/43
6263130	10/14/15/22/23/27/29/40/43
6265661	10/14/15/22/23/27/29/40/43
6268193	16/37/38/45/47/48/53/54
6269781	16/37/38/45/47/48
6269910	16/37/38/45/47/48
6273067	53/54/60
6273481	16/37/38/45/47/48
6274449	16/37/38/45/47/48
6275121	53/54
6275871	60
6282541	16/37/38/45/47/48
6285865	59
6286863	60
6288170	57/61
6292251	74
6293866	9/13/24/32/67
6299924	9/13/24/32/67
6299929	9/13/24/32/67
6300639	9/13/24/32/67
6301008	9/13/24/32/67
6305512	12/17/19/34/41/49/50/56/62/65/68
