cell	clone
10704655	0/1
10838408	9/11
10845311	10/17/20/31/32/39/53/60
10851840	81
10948946	12/18/19/28/42/54/63
10995411	6
11025591	9/11
11047004	71/76
11076529	15/21/23/30/33/34/35/38
11101521	0/1
11109806	2
11140289	9/11
11141120	10/17/20/31/32/39/53/60
11143979	46/48/58/72/94
11144334	46/48/58/72
11147940	12/18/19/28/42/54/63
11155392	12/18/19/28/42/54/63
11157919	12/18/19/28/42/54/63
11172520	15/21/23/30/33/34/35/38
11175831	15/21/23/30/33/34/35/38
11179829	15/21/23/30/33/34/35/38
11188202	14/16/26/27/36/41/43/52/61/65/68/69/83/85
11189298	0/1/2/4
11190245	0/1/2
11190953	0/1
11200965	2
11201977	0/1
11202675	2
11208556	0/1
11211196	0/1
11212745	4
11213668	0/1
11214218	6
11225917	9/11
11240469	9/11
11243001	9/11
11247536	10/17/20/31/32/39/53/60
11255705	12/18/19/28/42/54/63
11255991	12/18/19/28/42/54/63
11258896	71/76
11260207	81
11261164	71/76
11264100	12/18/19/28/42/54/63
11274732	15/21/23/30/33/34/35/38/74
11274737	15/21/23/30/33/34/35/38/77/82
11275447	15/21/23/30/33/34/35/38
11275816	84
11280320	15/21/23/30/33/34/35/38
11291377	15/21/23/30/33/34/35/38
11292494	15/21/23/30/33/34/35/38
