cell	clone
4474033	6/11/18/21/22
4613062	8
4622354	7/9/10/12/13/16/17
4682880	23
4717963	8
4730417	35
4747295	1
4760452	0
4814193	8
4818055	8
4841400	7/9/10/12/13/16/17
4857198	0
4863894	0
4879045	6/11/18/21/22
4892871	23
4911979	6/11/18/21/22
4918853	23
4919128	6/11/18/21/22
4936270	19
4943695	8
4961996	0
4962704	0
4972716	0
4973728	2
4974426	0
4980307	3/4
4982947	0
4984496	5
4985419	3/4
4985969	1
4997668	6/11/18/21/22
5012220	6/11/18/21/22
5014752	6/11/18/21/22
5016340	6/11/18/21/22
5019626	23
5020040	6/11/18/21/22
5021008	6/11/18/21/22
5022430	23
5029100	23
5032424	6/11/18/21/22
5033422	23
5034729	23
5040425	8
5046483	8
5046488	19
5047198	8
5047567	8
5052071	8
5064245	7/9/10/12/13/16/17/34
5065693	7/9/10/12/13/16/17
