	0	1	2	3	4	5	6	7	8	9
4759469	4	94	94	37	0	0	88	0	0	0
4910879	0	77	54	25	100	65	0	0	98	0
4888464	83	37	6	4	0	76	0	100	37	0
4912428	0	3	0	0	0	0	65	54	0	19
4830739	84	85	0	75	6	12	3	0	0	0
4901660	0	54	38	0	0	92	0	48	91	0
4889928	0	54	0	0	39	43	96	0	70	25
4900648	78	94	0	94	19	42	36	0	0	25
4888981	46	70	41	69	6	57	25	0	0	0
4902358	0	0	37	0	6	68	0	19	59	87
4913683	0	0	0	75	6	39	75	19	36	82
4905124	0	19	0	0	6	0	0	19	0	0
4890636	78	0	0	0	47	42	0	19	88	0
4704976	14	80	16	37	6	55	3	0	94	69
4899723	14	0	0	0	6	38	57	25	94	69
4906210	4	0	0	25	6	0	0	22	94	0
4896335	51	0	0	0	6	0	0	25	0	0
4719683	25	0	41	0	6	46	0	46	0	15
4833553	3	94	41	87	6	76	0	94	0	15
4826283	38	94	46	0	6	0	0	0	1	0
4913351	0	63	0	0	6	26	100	0	6	0
4955407	90	25	0	0	6	0	0	0	0	100
4954799	90	25	46	0	6	0	0	75	0	100
4838491	19	0	46	45	6	37	94	65	0	32
4908239	0	46	65	45	6	46	0	9	94	0
4913901	0	88	96	0	6	0	0	0	68	63
4860764	78	74	100	84	68	68	0	23	0	76
4937621	78	74	0	0	68	68	0	0	46	14
4867497	78	74	69	94	68	68	37	37	0	0
4724316	78	74	48	46	68	68	6	25	0	0
4872597	78	74	0	100	68	68	0	63	4	0
4925600	78	74	0	0	68	68	98	36	90	0
4936439	78	74	0	0	68	68	0	3	0	0
4857116	78	74	48	46	68	68	0	93	4	32
4915007	78	74	48	46	68	68	46	93	0	0
4725893	78	74	0	0	68	68	0	63	76	54
4730359	78	74	0	0	68	68	67	63	55	43
4942684	0	0	0	0	6	0	0	0	65	63
4747346	0	0	0	0	6	0	0	0	98	63
4944401	0	0	0	7	6	0	0	0	0	63
4951663	19	0	0	76	6	0	26	0	0	63
4947972	0	0	0	0	6	28	26	0	0	63
4880211	30	0	0	0	6	0	0	0	0	63
4940152	0	0	0	0	6	0	0	0	0	63
4947558	0	0	0	0	6	0	0	0	0	63
4949612	0	0	0	0	6	20	0	0	70	63
4950362	0	0	0	0	6	0	0	0	0	63
4948940	0	0	0	0	6	0	0	19	0	63
4944272	0	0	0	68	6	0	0	19	0	63
4882815	0	0	0	0	6	0	0	19	0	63
