cell	clone
4704976	0
4719683	0
4724316	7
4725893	7
4730359	7
4747346	33/39/40
4759469	4
4826283	0
4830739	0
4833553	0
4838491	0
4857116	7
4860764	7
4867497	16
4872597	7
4880211	45
4882815	38
4888464	8/13/20/28
4888981	0
4889928	6
4890636	7
4896335	0
4899723	0
4900648	0
4901660	0
4902358	3
4905124	3
4906210	0
4908239	0
4910879	0
4912428	1/2
4913351	0
4913683	3
4913901	0
4915007	7
4925600	7
4936439	7
4937621	16
4940152	23/24/25/30
4942684	36
4944272	38
4944401	33/37
4947558	23/24/25/30
4947972	23/24/25/30
4948940	38
4949612	35
4950362	35
4951663	23/24/25/30
4954799	5/9/12/15/32/42/46
4955407	5/9/12/15/32
