cell	clone
12393840	25/31
12509092	5/7/10/13/21/38/45/66/70
12541539	23
12599176	42
12633610	63
12791256	52/58
12803883	63
12809511	54/64/67/80
12938451	8/11/12/15/17/19/20/22/27/37
12945133	8/11/12/15/17/19/20/22/27/37
12946917	42
12992381	2
13005422	2
13026736	72/73
13030650	72/73
13074682	3
13087531	6/14/16/18
13141126	60
13144237	63
13155300	0
13156008	0
13166020	1/3
13167032	0
13173611	2
13176251	1
13178723	1
13179273	4
13190972	5/7/10/13/21/38/45/66/70
13208056	72/73
13212930	72
13213344	72
13214312	72
13215734	72
13222404	72
13225728	72
13226726	3/25/29
13228033	3
13239787	3
13240871	3
13274065	24
13274277	24
13279450	8/11/12/15/17/19/20/22/27/37
13290174	8/11/12/15/17/19/20/22/27/37
13293696	43
13308030	52/60
13311008	52
13312309	52
13322648	57
13325051	52
13327947	30/35/41/47/53/65/74
