cell	clone
8405326	8/15/16/19/23/27/31/37/38/45
8471066	20/29/36/40/65/88/96/105
8471122	14/50/67/81/84/86
8487252	14/50/67/81/84/86
8586562	66/74/87/111
8606308	34/39/57/73
8607964	7/10/11/12/25/47/68/69/70
8620103	20/29/36/40/65/88/96
8637514	13/24/30/35/49/63/64/76
8651656	4
8658708	6
8677459	55
8691230	8/15/16/19/23/27/31/37/38
8755924	7/10/11/12/25/47/68/69/70
8797537	0
8817925	9/17/21/28/32/33/41/46
8833533	9/17/21/28/32/33/44/48
8844704	45
8852544	8/15/16/19/23/27/31/37/38
8861668	45
8866790	66/74/87/111
8883299	66/74/87/111
8892843	66/74/87/111
8937456	14/50/67/81/84/86
8941802	20/29/36/40/65/88/96
8945464	0
8946172	0
8956184	0
8957196	3
8963775	5
8966415	2
8967964	2
8968887	4
8969437	4
8992796	9/17/21/28/32/33/44/48/53
9002070	45
9007525	8/15/16/19/23/27/31/37/38
9007942	54
9013978	45
9017857	45
9032718	66/74/87/111
9034465	66/74/87/111
9038014	66/74/87/111
9063132	7/10/11/12/25/47/68/69/70
9075476	34/39/57
9077242	34/39/57
9082144	20/29/36/40/65/88/96
9083944	20/29/36/40/65/88/96
9095448	13/24/30/35/49/63/64/76
9103755	18/22/26/42/78/107/119/137
