	0	1	2	3	4	5	6	7	8	9
16227527	15	0	0	1	98	1	3	0	50	22
16376093	0	0	0	0	23	28	5	85	71	0
16660390	0	93	0	0	23	3	0	13	85	78
16661098	0	93	0	0	23	3	0	13	85	78
16681341	0	0	65	0	0	0	0	93	0	16
16682890	35	0	70	70	0	0	0	66	85	0
16684363	0	68	89	0	67	38	0	0	0	85
16531724	66	20	85	0	0	0	0	67	4	0
16672122	0	20	11	11	0	92	0	0	0	21
16671110	85	30	33	0	35	0	0	0	81	0
16672820	89	88	85	88	0	24	0	0	46	0
16713146	0	0	0	0	0	0	0	0	6	75
16678701	0	1	0	0	64	0	50	0	21	0
16683813	21	6	26	0	39	5	0	88	0	1
16764087	11	41	0	40	0	67	60	89	0	0
16744877	11	41	0	40	8	67	60	89	46	5
16696062	0	0	0	29	1	41	0	0	6	75
16784540	11	41	0	40	40	67	60	89	0	0
16595633	11	41	0	40	0	67	60	89	0	0
16266276	0	0	0	0	21	0	13	0	6	75
16730818	5	20	13	0	12	72	0	64	21	33
16585168	5	20	13	0	12	0	0	64	0	33
16727494	5	20	13	0	12	0	0	64	0	33
16733123	5	20	13	0	12	0	0	64	0	33
16718434	5	20	13	0	12	0	0	64	0	33
16720824	5	20	13	0	12	0	30	64	0	33
16589013	11	41	3	40	63	67	60	89	75	0
16398244	0	0	0	61	0	0	13	0	6	75
16553581	0	45	0	0	1	0	0	1	6	75
16718020	5	20	13	11	12	78	0	64	0	33
16719402	5	20	13	0	12	7	0	64	0	33
16153766	5	20	13	0	12	20	0	64	67	33
16731816	5	20	13	45	12	0	0	64	0	33
16625062	11	41	0	40	0	67	60	89	0	0
16779155	11	41	0	40	0	67	60	89	4	0
16779367	11	41	0	40	50	67	60	89	0	0
16617229	11	41	0	40	50	67	60	89	13	0
16745592	11	41	0	40	63	67	60	89	0	0
16745961	11	41	0	40	63	67	60	89	0	0
16633115	52	9	0	65	0	0	0	0	6	75
16813120	52	0	0	0	0	0	0	57	6	75
16206618	52	5	0	0	9	0	88	92	6	75
16653070	52	5	0	0	9	0	0	0	6	75
16641627	52	9	0	65	0	0	66	0	6	75
16795196	52	85	1	0	0	0	0	0	6	75
16816098	52	36	1	0	0	0	0	0	6	75
16634879	52	0	0	65	0	0	0	0	6	75
16795264	52	0	69	0	0	0	0	0	6	75
16798786	52	9	62	65	0	21	5	94	6	75
16811710	52	9	0	65	0	20	0	0	6	75
