cell	clone
15675391	46/47/48/49/53
15806861	9/10/11/12/13/15/19/20/22/25/37/42/45/51/55
15839319	1
16003404	2/3
16079177	36
16121385	46/47/48/49/53
16180720	9/10/11/12/13/18
16204966	26
16208925	28
16266623	9/10/11/12/13/15/19/20/22/25/37/42/45/52
16285269	46/47/48/49/53
16287729	62
16288866	60
16319225	9/10/11/12/13/14/16/17
16327639	9/10/11/12/13/21
16374777	26
16405134	9/10/11/12/13/15/19/20/22/25/37/42/45/52
16417506	9/10/11/12/13/15/19/20/22/25/37/42/45/51/55
16419240	9/10/11/12/13/15/19/20/22/25/37/42/45/52
16446747	60
16450911	0
16451619	0
16461631	0
16462643	1
16469222	1
16471862	0
16474334	1
16474884	1
16486583	9/10/11/12/13/14/16/17
16503667	27/29/34/35/39/41/44/61/63
16508541	27/29/34/35/39/41/44/61/63
16508955	65
16509923	65
16511345	65
16518015	66
16521339	26
16522337	26
16523644	26
16535398	26
16536113	26
16536482	30
16569676	9/10/11/12/13/15/19/20/22/25/37/42/45/52
16569888	9/10/11/12/13/15/19/20/22/25/37/42/45/52
16575061	9/10/11/12/13/15/19/20/22/25/37/42/45/50
16585785	9/10/11/12/13/15/19/20/22/25/37/42/45/52
16589307	9/10/11/12/13/15/19/20/22/25/37/42/45/52
16602231	46/47/48/49/53
16603641	46/47/48/49/53
16606619	60
16607920	46/47/48/49/53
