	0	1	2	3	4	5	6	7	8	9
0_P	28	7	82	83	46	55	73	14	75	1
1_P	76	87	46	8	96	20	79	63	46	0
2_P	86	82	0	82	36	63	79	62	58	91
8/13/15/19/28/33/45/48/59/61_M5	51	42	0	65	63	94	20	76	1	69
3_P	55	10	75	57	65	63	73	75	0	94
5/7/12/17/18/20/35/37/38/39/46/51_M5	10	84	87	42	1	52	58	46	99	84
67_M5	90	46	87	42	33	33	0	0	63	63
68_M5	46	73	87	42	44	33	0	72	82	33
69_M5	2	0	87	42	56	25	1	36	24	47
9/11_M1	62	52	53	55	63	99	20	63	79	63
22/25_M1	76	0	53	42	63	75	46	63	57	46
4/6/14/16/21/26/32/34/44/53_M4	74	28	16	0	47	95	12	63	46	7
57_M4	0	52	0	55	46	30	91	63	63	7
58_M4	46	81	48	6	77	42	62	63	47	7
64_M4	62	28	7	9	41	46	11	63	99	7
63/75_M6	8	51	28	84	10	62	0	63	0	7
10_M1	96	82	91	63	55	6	99	10	62	63
29_M1	31	46	86	74	36	93	63	0	75	87
10_M3	48	48	30	56	91	93	62	42	40	2
36_M2	37	94	53	69	63	57	20	63	75	9
60_M4	73	81	28	91	91	63	0	63	4	7
74_M6	8	81	44	20	73	63	28	63	1	7
23_M1	0	86	63	91	25	58	44	63	93	0
23_M3	28	44	91	0	31	43	10	91	87	28
49/50_M3	0	0	91	7	20	95	8	8	28	94
54_M3	76	82	66	28	0	56	46	46	77	63
55_M3	3	26	33	91	73	0	57	1	10	71
24_M1	52	63	76	91	47	55	46	98	63	7
40_M2	37	33	53	2	63	46	46	63	41	42
41_M2	37	63	53	2	63	46	0	63	0	63
42_M2	37	28	53	46	63	64	2	63	63	0
43_M2	37	91	53	56	63	46	91	63	38	38
47/52/56/62/65/66/70/72/76_M7	37	46	53	0	63	76	73	63	0	10
78_M7	37	74	53	2	63	76	0	63	36	93
79_M7	37	0	53	73	63	76	8	63	0	1
71/73_M3	46	57	95	12	74	0	28	7	51	46
77_M8	94	65	73	93	0	38	28	7	44	83
27/30_M1	91	20	44	0	20	94	37	45	0	42
31_M1	41	46	89	30	76	16	28	94	28	6
