cell	clone
7680577	0
7731739	10/14/19/29/39/49
7811117	15/18/21/24
7838725	10/14/19/29/39/49
7852226	40/46/48
7852757	40/46/48
7884829	0
7927028	15/18/21/24
7929689	10/14/19/29/39/49
7938972	52
7942710	56
7944116	10/14/19/29/39/49
7952758	40/46/48
7958120	51
7977410	0
7980516	0
7985863	4
7986928	0
7989157	0
7995351	0
7998680	8
7999321	1/7
8038906	10/14/19/29/39/49
8040931	52
8043492	10/14/19/29/39/49
8043716	10/14/19/29/39/49
8045373	10/14/19/29/39/49
8057554	40/46/48
8060249	51
8061400	51
8079604	1/7
8090579	0
8091492	2/3
8098409	0
8099109	1/7
8104144	2/3
8117077	32
8124817	10/14/19/34
8128817	10/14/19/34
8137189	52
8146598	10/14/19/29/39/49
8151399	10/14/19/29/39/49
8154499	10/14/19/29/39/49
8156536	40/46/48
8160468	54
8167104	40/46/48
8170537	40/46/48
8170773	40/46/48
8174492	54
8174663	51
