cell	clone
11381979	47
11408808	57
11427903	0/1
11500561	52
11548227	0/1
11580891	47
11612393	57
11707293	57
11719008	54
11731458	0/1
11736850	0/1
11751475	0/1
11753456	0/1
11769390	7/8
11780832	22/25/33/38
11783397	22/25/33/38
11785009	47
11788316	22/25/33/38
11788723	22/25/33/38
11789683	53
11797820	22/25/33/38
11802176	22/25/33/38
11803466	22/25/33/38
11807458	17
11815226	57
11816321	57
11833087	0/1
11833280	2
11837485	0/1
11839579	0/1
11841129	3
11844628	0/1
11848624	3
11849555	0/1
11850931	0/1
11851491	0/1
11869458	7/8
11877198	20
11881198	18/23
11889570	22/25/33/38
11898979	22/25/33/38
11903780	22/25/33/38
11906880	22/25/33/38
11908917	28/36/44/51/55
11912849	28/36/44/51/55
11919485	17
11922918	17
11923154	28/36/44/51/55
11926873	54
11927044	54
