cell	clone
4348761	26/29/33
4416063	41
4416141	16/23/32/41
4420897	53/55
4428488	0
4431213	2
4453469	36/48
4460200	26/29/33
4498203	43
4516590	16/23/32
4525241	53/55
4543052	2
4546366	0
4571387	26/29/33
4572924	26/29/33
4585914	26/29/33
4616597	16/23/32
4618406	16/23/32
4624380	41
4631295	43
4636892	0
4637600	0
4647612	0
4648624	0
4649322	8/9
4655203	4/12/13/25
4657843	0
4659392	0
4660315	1/3/5/6
4660865	1/3/10/18/21/22/24/27/30/31
4672564	26/29/33
4687116	26/29/33
4689648	26/29/33
4691236	26/29/33
4694522	40
4694936	26/29/33
4695904	26/29/33
4697326	26/29/33
4703996	26/29/33
4707320	26/29/33
4708318	26/29/33
4709625	26/29/33
4715321	16/23/32
4721379	37
4721384	41
4722094	38/45/46
4722463	16/23/32
4726967	37
4739141	43
4740589	43
