cell	clone
8250455	0/1
8350163	14/15/17/20/30/43/48/55/56/58/65
8460168	75
8500118	5
8646551	39
8651283	37
8660261	23/24/27
8666913	23/24/27
8702155	0/1
8708828	8
8716864	0/1
8730768	5
8736971	14/15/17/20/25
8738732	7/11/16/21
8751176	13/19/26/28/38
8770371	23/24/27/51
8784480	52
8788447	23/24/27
8788634	23/24/27
8797870	14/15/17/20/30/43/48/55/56/58/65
8810257	0/1
8810965	0/1
8820977	8
8821989	3/6/10
8822687	0/2
8828568	0/1
8831208	0/1
8832757	0/1
8833680	0/2
8848533	29
8860483	31/39
8863015	13/19/26/28/38
8864603	31
8867889	13/19/26/28/38
8868303	31
8869271	37
8870693	13/19/26/28/38
8877363	13/19/26/28/38
8880687	13/19/26/28/38
8881685	13/19/26/28
8882992	38
8888686	23/24/27
8894744	23/24/27
8894749	23/24/27
8895459	23/24/27
8895828	23/24/27
8900332	52
8912506	14/15/17/20/30/43/48/55/56/58/65
8913954	14/15/17/20/30/43/48/55/56/58/65
8927182	32/54/60
