cell	clone
5771189	39/46/68/85
6020515	35/58/70
6036403	2/4/6
6101739	47/50/53/59
6119654	7/8/14/16/21/22/30/54/71
6174288	7/8/17
6177150	7/8/17
6183294	47/50/53/59
6197489	38/45/55/62/67
6205832	6/9/10/12/19/27/34/65/77
6214454	7/8/14/16/21/22/30/54/71
6217454	39/46/68/85
6232790	1/3
6233221	0
6233792	1/3
6295257	20/60/72
6308476	7/8/14/16/21/22/30/54/71
6312118	0/2
6313065	0/13
6313773	0
6319472	0
6323785	1/3
6324797	1/3
6325495	13
6331376	7/8/14/15
6334016	2/4
6335565	0
6336488	1/3
6337038	1/3
6340036	7/8/17
6341383	7/8/17
6348158	7/8/17/25
6365823	47/50/53/59/69
6367411	47/50/53/59
6367540	47/50/53/59
6370697	47/50/53/59
6371111	47/50/53/59
6372079	47/50/53/59
6373501	47/50/53/59
6380171	47/50/53/59
6383495	47/50/53/59
6384493	38/45/55/62/67
6385800	35/58/70
6389881	20/60/72
6391496	20/60/72
6397554	6/9/10/12/19/27/34/65/77
6397559	6/9/10/12/19/27/34/65/77
6398269	7/8/14/16/21/22/30/54/71
6398638	7/8/14/16/21/22/30/54/71
6403142	7/8/14/16/21/22/30/54/71
