	0	1	2	3	4	5	6	7	8	9
9531789	36	0	0	0	0	39	84	0	63	0
9614401	36	0	0	38	0	39	84	86	63	0
9546602	36	6	0	0	0	39	84	0	63	64
9590461	0	25	0	78	0	99	0	32	78	46
9591159	0	25	0	38	78	0	45	78	51	56
9602484	0	25	0	0	84	56	0	65	76	0
9589449	25	25	48	31	0	0	78	8	0	59
9308999	36	25	17	0	0	39	84	0	63	65
9546128	36	34	0	0	0	39	84	0	63	0
9628953	36	0	0	90	0	39	84	0	63	25
9541590	36	0	0	0	0	39	84	0	63	25
9626422	36	0	47	37	0	39	84	65	63	25
9577782	22	25	35	89	0	0	75	0	53	65
9433925	93	25	25	0	0	31	75	0	17	78
9593925	0	25	0	94	0	78	0	89	56	0
9599680	16	25	14	0	0	56	78	38	39	8
9597040	0	25	0	15	53	34	0	38	0	56
9595011	50	25	0	46	0	80	0	49	0	0
9504658	0	25	90	0	0	0	46	0	0	0
9585136	0	25	0	80	0	78	75	0	56	0
9579437	0	25	99	0	0	59	75	0	78	0
9440715	0	25	90	39	0	0	0	0	90	0
9435698	84	25	12	66	56	20	75	53	17	50
9578729	78	25	0	56	0	0	75	65	51	21
9602152	45	25	0	0	60	88	48	45	0	84
9602702	0	25	25	0	42	77	0	0	57	65
9525148	0	25	0	0	73	0	0	0	0	53
9601229	0	25	23	0	0	73	59	50	0	0
9570996	0	25	0	45	0	0	75	14	0	25
9576791	0	25	0	45	38	1	75	14	0	25
9643600	0	25	0	45	0	0	75	14	0	25
9633073	0	25	64	45	0	0	75	14	0	25
9638413	53	25	56	45	0	0	75	14	65	25
9636773	0	25	31	45	0	0	75	14	65	25
9482991	0	25	0	45	0	32	75	14	65	25
9476914	0	25	79	45	31	32	75	14	65	25
9633202	0	25	0	45	0	32	75	14	65	25
9636359	0	25	0	45	0	0	75	14	65	25
9631485	0	25	0	45	0	73	75	14	65	25
9651462	0	25	66	45	23	0	75	14	65	25
9644208	0	25	0	45	0	0	75	14	65	25
9650155	14	25	0	45	0	0	75	14	0	25
9640464	0	25	0	45	0	53	75	14	0	25
9649157	56	25	0	45	0	0	75	14	0	25
9637741	0	25	0	45	0	35	75	14	65	25
9486010	0	25	99	45	80	64	75	14	65	25
9420898	0	25	0	45	0	0	75	14	65	25
9645833	0	25	94	45	0	0	75	14	65	25
9639163	0	25	0	45	0	84	75	14	65	25
9568909	0	25	0	45	0	84	75	14	65	25
