cell	clone
9378809	2/16/17/19/21/32/41/45/47/52/55
9397552	2/16/17/19/21/32/41/45/47/52/55
9486833	0
9540269	2/16/17/19/21/32/41/45/47/52/55/58
9593396	9/11/13/23/25
9595134	9/11/13
9622708	56/57/63
9623725	60
9635214	57/63
9646721	0
9699733	8/14/40/44/46/50
9701186	8/14/40/44/46/50
9707083	8/14/40/44/46/50
9717425	2/16/17/19/21/32/41/45/47/52/55
9773381	9/11/13
9775180	9/11/13
9786661	9/11/13
9794746	60
9799385	15/27/30/34/48/49/51
9810894	0
9811602	0
9821614	0
9822626	0
9829205	0
9831845	0
9834317	1
9834867	4
9846566	8/14/40/44/46/50
9863650	8/14/40/44/46/50
9868524	8/14/40/44/46/50
9868938	8/14/40/44/46/50
9869906	8/14/40/44/46/50
9871328	8/14/40/44/46/50
9877998	61/62
9881322	8/14/40/44/46/50
9882320	8/14/40/44/46/50
9883627	8/14/40/44/46/50
9895381	2/16/17/19/21/32/41/45/47/52/55
9896465	2/16/17/19/21/32/41/45/47/52/55
9929659	2/16/17/19/21/32/41/45/47/52/55
9929871	2/16/17/19/21/32/41/45/47/52/55
9935044	58
9945768	22
9949290	9/11/13
9963624	15/27/30/34/48/49/51
9966602	15/27/30/34/48/49/51
9967903	15/27/30/34/48/49/51
9978242	56
9980645	60
9983541	56
