cell	clone
6447652	3
6479199	2/16
6520840	4
6530322	1/2
6545286	8/12/13/14
6560260	25/32
6639977	15/17
6654444	27/29/31
6662568	2/16
6677728	0
6698152	1
6719236	8/12/13/14
6720221	19
6731374	27
6741668	27
6746892	30
6750126	2/16
6753592	18/23/38
6758679	6/7/9/10
6758683	6/7/9/10
6759270	6/7/9/10
6759625	0/1/2
6760572	0/1
6761280	0
6766979	0
6771292	0
6772304	0
6773002	4
6775768	1/2
6778883	1
6781523	0
6783072	3
6783995	0
6784327	1
6784545	4
6796244	8/12/13/14/15
6808265	8/12/13/14
6810796	15
6812588	25/26
6815150	2/16
6815629	25/28
6819222	2/16
6825941	2/16/25
6825992	30
6826168	25/26
6830048	2/16
6834668	25/26
6836904	30
6837108	25/28
6841143	18/23/39
