cell	clone
3591565	0
3606991	0
3615723	7/18
3617126	7/18
3655757	7/18
3696782	0
3708229	0
3723381	7/18
3737725	7/18
3746377	7/18
3750281	7/18
3754586	7/18
3777820	2/5/11
3785094	2/5/11
3796531	0
3807264	0
3809196	0
3809238	0
3812238	3
3814263	0
3823987	7/18
3832152	7/18
3837140	7/18
3840659	7/18
3852880	7/18
3853042	7/18
3856620	7/18
3864560	7/18
3868588	2/5/11
3870607	2/5/11
3874507	2/5/11
3884535	2/5/11
3888574	2/5/11
3897799	0
3904370	0
3913732	0
3914268	0
3920017	0
3934200	7/18
3938957	7/18
3970418	7/18
3976263	2/5/11
3982321	2/5/11
3982326	2/5/11
3983036	2/5/11
3983405	2/5/11
3987909	2/5/11
3998966	1/4/10/13/14/15/21/27/31
4000083	1/4/10/13/14/15/21/27/31
4001531	30/36/45
