	0	1	2	3	4	5	6	7	8	9
8704583	66	6	93	0	97	0	6	25	91	0
8777355	0	30	0	0	4	59	73	57	19	18
8646340	0	21	100	20	56	96	14	0	0	0
8702873	18	4	40	0	3	0	88	90	96	20
8576310	0	9	78	64	0	0	0	5	0	1
8713104	0	0	89	0	81	24	89	91	11	67
8429263	30	4	6	60	30	0	0	0	0	54
8692861	0	0	0	76	0	0	57	0	9	0
8598521	0	76	0	0	49	100	76	76	25	76
8223275	60	76	2	0	0	0	76	76	25	0
8727825	0	76	0	0	69	3	76	76	25	0
8716126	20	76	57	74	0	0	76	76	25	87
8715576	66	0	0	54	0	11	31	0	0	0
8584434	92	0	0	0	8	76	59	86	0	0
8692153	81	4	18	0	65	47	0	18	19	33
8744909	42	6	0	63	64	17	0	0	0	0
8763579	0	6	41	63	64	0	0	77	0	0
8703885	3	0	51	65	0	25	55	100	41	63
8714653	0	34	0	42	42	0	47	9	28	0
8750197	26	6	2	63	64	0	57	0	57	0
8762581	43	6	0	63	64	0	0	21	0	57
8746497	93	6	31	63	64	0	0	76	9	43
8759257	0	6	0	63	64	0	0	47	0	53
8110695	0	6	0	63	64	0	0	68	0	60
8632603	0	6	0	63	64	0	0	0	0	0
8751165	0	6	0	63	64	92	0	0	0	0
8752587	63	6	96	63	64	0	0	0	0	0
8442188	55	54	77	33	89	31	0	0	25	0
8710464	76	2	0	24	55	18	0	0	11	63
8405901	6	4	100	0	4	18	46	59	19	0
8523392	6	4	100	55	4	18	46	59	19	0
8649763	6	4	100	96	4	18	46	59	19	0
8795850	6	4	100	11	4	18	46	59	19	0
8764886	85	6	26	63	64	0	0	26	0	0
8742377	76	6	58	63	64	0	0	0	42	30
8749783	68	6	0	63	64	0	96	0	2	53
8809078	0	0	0	0	57	12	0	92	0	0
8777724	6	4	100	0	4	18	46	59	19	0
8776640	6	4	100	0	4	18	46	59	19	0
8481301	0	6	0	63	64	0	0	0	0	53
8822847	0	0	47	81	0	12	0	92	0	0
8810918	0	0	47	0	0	12	0	92	0	15
8540691	100	0	9	0	0	12	0	92	6	0
8677211	0	30	96	0	0	12	100	92	0	0
8816303	49	0	0	0	0	12	0	92	0	0
8507986	40	6	54	63	64	0	88	0	100	53
8282965	0	0	0	0	0	12	57	92	0	0
8811130	0	0	0	0	0	12	0	92	0	0
8129251	40	6	54	63	64	0	88	0	0	53
8770582	40	6	54	63	64	0	88	0	0	53
