	0	1	2	3	4	5	6	7	8	9
8711321	50	23	8	8	40	37	5	83	13	25
8362333	28	6	14	23	12	25	26	12	51	96
8893704	55	64	14	0	33	43	81	54	54	94
8726742	23	71	0	8	75	76	19	96	83	24
8902257	58	8	0	0	0	71	0	0	18	44
9060792	10	60	12	13	48	84	19	46	51	54
8726732	10	60	37	13	48	19	49	46	51	44
9043848	10	60	12	13	48	33	18	46	51	64
8720664	10	60	44	13	48	70	24	46	51	0
8884891	10	60	44	13	48	44	0	46	51	16
8927786	15	24	14	18	19	54	21	83	80	74
8503392	10	60	12	13	48	48	18	46	51	64
8523168	10	60	12	13	48	10	18	46	51	64
8860354	10	60	12	13	48	95	18	46	51	64
8585680	15	19	14	18	19	54	21	0	80	74
8600336	15	16	14	18	19	54	21	10	80	74
8404614	15	48	14	18	19	54	21	80	80	74
8585278	15	92	14	18	19	54	21	80	80	74
8412141	15	48	14	18	19	54	21	83	80	74
9055842	10	60	12	13	48	75	18	46	51	64
9042819	10	60	12	13	48	0	18	46	51	64
8861663	10	60	12	13	48	0	18	46	51	64
9045905	10	60	12	13	48	0	18	46	51	64
8874505	10	60	12	13	48	0	18	46	51	64
9032848	10	60	12	13	48	19	18	46	51	64
8872067	10	60	12	13	48	0	18	46	51	64
9041156	10	60	12	13	48	0	18	46	51	64
8070974	15	0	14	18	19	54	21	80	80	74
8740477	15	51	14	18	19	54	21	80	80	74
8242723	15	2	14	18	19	54	21	83	80	74
8763839	15	0	14	18	19	54	21	83	80	74
7878574	15	96	14	18	19	54	21	83	80	74
8931786	15	96	14	18	19	54	21	83	80	74
8920046	15	67	14	18	19	54	21	83	80	74
8728636	15	10	14	18	19	54	21	83	80	74
8084787	15	71	14	18	19	54	21	83	80	74
8650735	15	71	14	18	19	54	21	83	80	74
9019544	15	71	14	18	19	54	21	83	80	74
8989131	15	71	14	18	19	54	21	83	80	74
8623276	15	71	14	18	19	54	21	83	80	74
8959505	15	71	14	18	19	54	21	83	80	74
9012876	15	71	14	18	19	54	21	83	80	74
8781009	15	71	14	18	19	54	21	83	80	74
8963437	15	71	14	18	19	54	21	83	80	74
9021344	15	71	14	18	19	54	21	83	80	74
8782370	15	71	14	18	19	54	21	83	80	74
8838358	15	71	14	18	19	54	21	83	80	74
9014642	15	71	14	18	19	54	21	83	80	74
8832267	15	71	14	18	19	54	21	83	80	74
8970073	15	71	14	18	19	54	21	83	80	74
