cell	clone
6997573	8/12
7334797	3/9/19
7508307	34/35/43/50/53
7611255	8/12
7655661	54
7661368	51
7781594	65
7809246	0
7814210	0
7822248	1/2
7844302	3/9/15/22
7848191	3/9/23
7854929	71
7884129	68
7887891	34/35/43/50/59
7898239	34/35/43/50/53
7929332	6/7/14/33/38/51
7933069	0
7933777	0
7943789	0
7944801	0
7945499	0
7951380	0
7954020	0
7955569	0
7956492	0
7957042	0
7968741	3/9/19
7985825	3/9/18/26/27/29/31/39/40/52/56/61/63/67
7987413	3/9/18/26/27/29/31/39/40/52/56/61/63/67
7990699	71
7991113	71
7992081	8/12/28
7993503	8/12/28
8000173	8/12/28
8003497	8/12/28
8004495	42
8005802	41
8011498	37
8017556	3/9/30/36/47/64/69
8018271	3/9/30/36/47/64
8018640	66
8036766	60/62
8049994	6/7/14/33/38/57
8051834	6/7/14/33/38
8052046	57
8057219	57
8063763	57
8067875	51
8067943	54
