	0	1	2	3	4	5	6	7	8	9
3754558	61	0	48	0	88	0	0	13	0	60
3949867	27	1	0	0	0	77	0	0	1	98
3940648	50	44	2	50	50	84	17	89	0	1
3928916	28	0	0	0	0	27	0	90	48	0
3473159	56	63	0	5	1	56	1	0	0	16
3939636	56	0	68	0	22	6	48	98	0	0
3947227	0	0	1	40	14	0	0	0	0	0
3951416	82	90	1	3	14	0	82	0	0	71
3929624	0	0	0	0	98	1	0	0	81	87
3842797	90	0	27	0	90	0	5	76	70	0
3223842	0	17	0	82	40	0	0	0	0	0
3952339	98	0	0	0	0	84	0	56	0	81
4014118	90	0	0	0	0	0	60	0	0	74
3952889	7	0	100	84	0	0	0	91	22	99
3941346	0	0	35	0	0	0	88	91	22	38
4001649	17	58	71	16	0	0	0	90	80	0
3907509	17	0	0	78	0	44	0	0	45	0
3904043	17	0	15	78	0	0	0	7	66	0
4007345	17	0	0	78	50	0	0	0	66	0
3692247	17	0	71	16	81	1	0	76	80	0
3986546	17	91	71	16	0	0	0	52	80	77
3996020	17	0	71	16	0	0	72	0	80	19
3981672	17	0	71	16	0	0	0	75	80	0
4013403	17	0	0	78	0	0	0	77	27	78
4013408	17	0	0	78	0	0	0	77	8	78
3989350	17	0	71	16	0	0	54	0	80	55
3368879	17	50	71	16	0	0	78	0	80	44
3868229	17	0	71	16	81	1	88	0	80	0
3893697	17	8	71	16	81	1	0	14	80	27
3805797	17	0	71	16	81	1	76	98	80	0
3983260	17	0	71	16	81	1	0	17	80	0
3857434	17	0	71	16	77	0	0	0	80	1
4014487	17	0	71	16	0	0	0	0	80	0
3913243	17	0	71	16	0	0	0	0	80	0
3987928	17	77	71	16	0	0	0	0	80	0
3979140	17	50	71	16	0	0	0	0	80	44
3868272	17	84	71	16	0	0	23	0	80	1
3927444	17	5	71	16	0	0	12	0	80	1
3983389	17	77	71	16	0	23	0	0	80	1
3916082	17	0	71	16	72	0	0	0	80	0
4018991	17	0	71	16	0	0	38	0	80	0
3999344	17	0	71	16	0	0	0	0	80	72
4000342	17	0	71	16	80	0	0	0	80	0
3986960	17	50	71	16	0	0	1	0	80	44
3964588	17	50	71	16	0	0	0	0	80	44
4032613	17	0	71	16	0	0	0	0	80	0
3919312	17	0	71	16	98	0	0	0	80	0
3919452	17	0	71	16	98	0	0	0	80	0
4030048	17	0	71	16	0	0	0	0	80	0
4031165	17	1	71	16	0	0	0	72	80	0
