cell	clone
3223842	0
3368879	1/7/9/12
3473159	0
3692247	1/7/9/12
3754558	0
3805797	1/7/9/12
3842797	0
3857434	1/7/9/12
3868229	1/7/9/12
3868272	1/7/9/12
3893697	1/7/9/12
3904043	2/6/10/15/17/25
3907509	2/6/10/15/17
3913243	1/7/9/12
3916082	1/7/9/12
3919312	1/7/9/12
3919452	1/7/9/12
3927444	22/24/33
3928916	0
3929624	0
3939636	0
3940648	0
3941346	0
3947227	0
3949867	4
3951416	0
3952339	0
3952889	0
3964588	1/7/9/12
3979140	1/7/9/12
3981672	1/7/9/12
3983260	1/7/9/12
3983389	1/7/9/12
3986546	1/7/9/12
3986960	1/7/9/12
3987928	16
3989350	16
3996020	1/7/9/12
3999344	16
4000342	16
4001649	1/7/9/12
4007345	2/6/10/15/17
4013403	2/6/10/15/17
4013408	2/6/10/15/17
4014118	0
4014487	1/7/9/12
4018991	1/7/9/12
4030048	29
4031165	29
4032613	29
