	0	1	2	3	4	5	6	7	8	9
10844455	13	16	4	0	80	36	63	76	18	33
10856696	41	0	0	63	71	64	61	76	18	97
10855223	7	89	0	24	41	0	46	0	67	0
10856146	80	0	31	17	63	77	20	0	12	93
10853674	82	0	97	41	52	0	31	0	0	24
10700381	0	43	27	1	0	0	31	70	38	40
10833431	70	0	15	0	0	24	0	0	79	0
10687414	50	31	75	88	0	33	93	0	82	67
10245112	0	36	63	0	0	40	0	30	2	0
10843443	0	36	0	0	0	40	0	30	2	0
10845153	50	31	0	66	0	27	36	0	0	0
10851034	0	0	66	0	30	70	13	28	88	38
10832723	18	49	0	62	90	0	93	0	0	40
10633247	0	58	0	55	40	0	82	33	100	36
10951488	37	58	7	0	40	0	82	33	100	36
10951700	2	58	0	0	40	0	82	33	100	36
10956873	0	58	0	86	40	0	82	33	100	36
10722333	50	0	36	81	25	0	13	75	7	100
10652323	93	58	16	0	40	0	82	33	100	36
10653990	93	58	0	0	40	0	82	33	100	36
10572758	50	7	0	30	22	18	0	7	93	0
10578174	50	31	75	64	0	7	31	52	40	81
10890353	50	95	0	77	0	62	0	0	0	69
10409076	50	0	0	0	61	42	0	11	0	88
10885479	50	0	82	2	0	0	7	0	58	88
10868395	50	58	0	0	0	0	31	0	36	38
10756236	50	95	0	77	0	64	0	2	0	69
10444407	50	95	0	77	0	0	18	0	0	69
10899827	50	95	40	77	0	77	0	5	94	69
10903151	50	95	0	77	0	58	0	93	0	69
10890767	50	97	24	0	0	0	18	0	90	94
10891735	50	97	74	96	0	0	18	0	0	94
10893157	50	97	0	0	0	38	0	0	36	94
10905456	50	95	0	77	0	0	0	41	0	69
10904149	50	95	0	77	73	0	37	0	0	69
10781972	50	0	66	83	0	27	66	9	86	76
10917925	50	0	66	0	0	27	66	9	86	0
10918294	50	0	66	0	0	27	66	9	86	36
10971119	50	2	0	97	0	0	31	90	96	18
10985453	50	2	0	0	0	0	31	90	0	18
10762901	50	0	66	0	0	27	66	9	86	0
10917210	50	0	66	0	0	27	66	9	86	30
10936420	50	0	66	71	0	27	66	9	86	0
10817945	50	2	0	0	66	72	31	90	0	18
10967597	50	2	12	0	0	0	31	90	0	18
10984043	50	2	0	0	0	0	31	90	0	18
10988431	50	2	0	0	0	0	31	90	41	18
10823631	50	2	0	0	58	72	31	90	0	18
10822949	50	2	0	88	58	72	31	90	0	18
10967529	50	2	0	88	58	72	31	90	0	18
