cell	clone
6450518	7/12/22/36/48
6451526	7/12/22/36/48
6560802	0
6681154	8/9/13/14
6696351	8/9/13/18
6806451	10
6860823	5
6885386	8/9/13/18
6917904	10
6925689	6
6933456	45
6951251	15/23/28/30/38/44
6951626	15/23/28/30/38/44
6970653	0
6978818	2/4
7027233	10
7032242	11/24/25/26/34/37/41/43/47
7034504	32
7041972	32
7059679	15/23/28/30/38/44
7063154	0
7063862	3
7073874	1
7074886	0
7075584	1
7081465	0
7084105	0
7085654	0
7086577	0
7087127	1
7098826	8/9/13/14
7113378	8/9/13/18
7115910	6
7117498	10
7120784	6
7121198	10
7122166	10
7123588	16
7130258	16
7133582	6
7134580	10
7135887	6
7141583	11/24/25/26/34/37/41/43/50/58
7147641	32/46
7147646	32
7148356	32
7148725	7/12/22/36/42
7153229	32
7165403	15/23/28/30/38/44
7166851	15/23/28/30/38/44
