cell	clone
6335444	0/1
6449240	1
6466335	0/4
6515861	4/20/22/27/35/38
6559098	50
6623129	8/13/16/17/25/28/29/31/34/39/55/57
6671701	46/53
6727671	60
6735374	8/13/16/17/25/28/29/31/34/39/55/57
6739336	59
6756976	8/13/16/17/25/28/29/31/34/39/55/57
6761685	8/13/16/17/25/28/29/31/34/39/55/57
6766250	4/20/22/27/35/38
6768572	4/20/22/27/35/38
6769819	44
6787916	4/20/22/27/35/38
6789322	4/20/22/27/35/38
6794811	2/3/6/7/10/15/36
6815855	0/1/5
6816563	0/1
6826575	0/1
6827587	0/1
6828285	0/1
6834166	0/1
6836806	0
6838355	1
6839278	0
6839828	1
6851527	8/13/16/17/25/28/29/31/34/39/55/57/59
6866079	8/13/16/17/25/28/29/31/34/39/55/57
6868611	8/13/16/17/25/28/29/31/34/39/55/57
6870199	59
6873485	59
6873899	60
6874867	60
6876289	60
6882959	59
6886283	8/13/16/17/25/28/29/31/34/39/55/57
6887281	59
6888588	8/13/16/17/25/28/29/31/34/39/55/57
6894284	4/20/22/27/35/38
6900342	4/20/22/27/35/38
6900347	41
6901057	4/20/22/27/35/38
6901426	4/20/22/27/35/38
6919552	2/3/6/7/10/15/36/48
6932780	11/23/33/45
6934620	50
6934832	11/23/33/45
6940005	46
