	0	1	2	3	4	5	6	7	8	9
6839278	21	73	30	11	0	72	95	44	0	77
6466335	0	0	0	16	83	0	0	44	0	0
6828285	0	30	29	10	0	100	62	94	16	50
6449240	72	88	11	0	0	21	0	5	1	0
6827587	5	55	30	23	0	62	0	12	72	18
6815855	7	0	15	0	87	0	0	27	85	18
6919552	11	0	50	44	35	53	84	83	59	81
6794811	11	0	50	0	22	53	0	83	59	81
6836806	36	0	84	0	87	55	20	23	45	29
6839828	22	43	65	0	0	84	55	65	22	0
6816563	56	35	59	86	20	73	84	0	55	28
6826575	0	0	87	0	19	0	17	93	55	27
6838355	12	0	2	26	0	58	3	68	82	18
6834166	50	34	2	70	0	0	93	0	70	18
6671701	11	0	50	0	0	53	72	83	59	81
6940005	11	0	50	0	0	53	0	83	59	81
6559098	11	0	50	0	0	53	0	83	59	81
6934620	11	0	50	0	0	53	26	83	59	81
6515861	82	65	70	77	29	63	0	50	17	28
6900347	82	65	70	77	29	63	63	50	17	0
6335444	28	26	0	1	67	0	43	0	4	0
6866079	18	81	0	0	0	26	94	93	0	0
6901426	82	65	70	77	29	63	72	50	17	0
6894284	82	65	70	77	29	63	85	50	17	0
6900342	82	65	70	77	29	63	43	50	17	0
6769819	82	65	70	77	29	63	87	50	17	69
6787916	82	65	70	77	29	63	8	50	17	0
6932780	40	0	0	92	15	63	93	56	18	83
6934832	40	0	0	69	15	63	93	0	0	83
6887281	18	0	90	0	84	26	94	93	0	0
6868611	18	18	90	77	0	26	94	93	0	0
6886283	18	0	0	0	67	26	94	93	0	0
6888588	18	17	0	0	63	26	94	93	0	18
6623129	18	0	16	0	0	26	94	93	0	0
6756976	18	1	0	0	0	26	94	93	0	0
6766250	82	65	70	77	29	63	0	50	17	0
6768572	82	65	70	77	29	63	0	50	17	0
6901057	82	65	70	77	29	63	87	50	17	0
6789322	82	65	70	77	29	63	90	50	17	9
6876289	18	0	90	0	70	26	94	93	0	94
6873899	18	0	90	0	0	26	94	93	0	0
6882959	18	0	90	0	0	26	94	93	0	0
6870199	18	0	90	0	0	26	94	93	0	0
6873485	18	97	90	0	0	26	94	93	0	0
6735374	18	18	90	0	0	26	94	93	0	0
6761685	18	18	90	0	87	26	94	93	0	17
6727671	18	0	90	4	0	26	94	93	82	0
6874867	18	0	90	75	0	26	94	93	55	0
6739336	18	0	90	0	0	26	94	93	0	0
6851527	18	26	90	40	43	26	94	93	83	0
