cell	clone
10301885	6/11/18/19/21/24/26/35/37/38/41/45
10460012	73
10618903	1
10623876	3
10666349	8/17/25/28
10690394	15/16/32/36
10703631	15/16/32/36
10707866	15/16/32/36
10743773	61
10776012	0
10790324	0
10798065	0
10802087	0
10840304	15/16/32/36
10843684	15/16/32/36
10859228	55/56
10882267	7/10/13/23/27/29/30/31/51
10894195	61
10898042	0
10898750	1
10908762	5
10909774	5
10910472	0
10916353	1
10918993	0
10920542	0
10921465	1
10922015	2/4
10933714	0
10950798	8/17/25/28/33
10955672	8/17/25/28
10956086	8/17/25/28
10957054	8/17/25/28
10958476	8/17/25/28
10965146	8/17/25/28
10968470	34
10969468	8/17/25/28
10970775	33
10982529	15/16/32/36
10983244	40
10983613	40
11001739	6/11/18/19/21/24/26/35/37/38/41/45
11014967	6/11/18/19/21/24/26/35/37/38/41/45
11016807	6/11/18/19/21/24/26/35/37/38/41/45
11017019	50
11022192	50
11028736	61
11032848	7/10/13/23/27/29/30/31/51
11032916	7/10/13/23/27/29/30/31/51
11036438	7/10/13/23/27/29/30/31/51
