	0	1	2	3	4	5	6	7	8	9
10623876	96	6	35	29	18	0	0	10	0	79
10898042	0	44	64	17	0	0	29	96	17	0
10910472	0	1	0	0	79	0	9	77	96	9
10918993	17	78	0	26	67	49	0	54	0	79
10790324	0	0	27	67	63	29	20	0	26	98
10802087	64	0	63	0	56	0	20	0	26	83
10776012	0	0	73	18	48	17	24	0	51	0
11016807	0	44	0	0	29	0	21	67	78	0
10921465	67	0	0	80	66	20	0	38	99	30
10920542	0	0	42	0	65	0	0	20	63	27
10922015	86	0	0	0	31	0	17	91	49	74
10798065	48	0	67	0	0	7	20	44	26	35
10933714	25	5	59	78	0	0	20	0	26	35
11022192	78	44	15	0	0	0	21	0	78	0
11017019	83	44	18	0	11	0	21	0	78	0
10301885	0	44	0	20	0	0	21	0	78	0
11014967	40	44	0	20	0	0	21	0	78	0
10859228	0	44	0	0	48	0	21	25	78	91
11001739	0	44	0	17	0	0	21	42	78	0
10916353	31	29	0	10	0	44	29	0	91	0
10909774	0	76	40	0	0	0	19	49	100	0
10908762	54	0	65	76	17	70	5	95	0	0
10970775	17	35	53	17	0	44	87	61	76	0
10950798	17	35	53	17	48	44	87	78	76	9
10618903	51	85	53	0	21	29	0	99	20	76
10898750	23	9	33	0	86	29	31	0	0	18
10703631	79	29	11	77	0	61	17	30	66	0
10982529	0	0	69	0	0	23	17	30	66	0
10690394	32	0	0	16	0	43	17	30	66	0
10958476	17	35	53	17	77	44	87	0	76	0
10882267	0	32	0	28	7	0	87	67	0	23
11032848	87	32	0	28	7	0	87	67	0	23
11036438	0	32	0	28	7	0	87	67	0	23
11032916	0	32	0	28	7	0	87	67	0	23
10460012	0	32	44	28	7	84	87	67	0	23
10894195	0	32	0	28	7	31	87	67	0	23
10743773	0	32	0	28	7	0	87	67	32	23
11028736	5	32	0	28	7	0	87	67	0	23
10983613	0	20	0	0	0	0	17	30	66	0
10983244	0	0	77	27	0	30	17	30	66	0
10843684	0	0	0	49	25	43	17	30	66	0
10965146	17	35	53	17	0	44	87	73	76	21
10968470	17	35	53	17	63	44	87	0	76	18
10666349	17	35	53	17	0	44	87	0	76	60
10969468	17	35	53	17	27	44	87	5	76	0
10956086	17	35	53	17	66	44	87	0	76	25
10840304	0	95	0	49	0	43	17	30	66	0
10707866	0	65	0	49	0	43	17	30	66	8
10957054	17	35	53	17	0	44	87	67	76	51
10955672	17	35	53	17	78	44	87	0	76	0
