Sample	posterior	likelihood	prior	treeLikelihood	treeHeight	editRate.1	editRate.2	editRate.3	editRate.4	editRate.5	editRate.6	editRate.7	editRate.8	silencingRate	clockRate.c	birthRate	rho	deathRate
0	-1143.336011915871	-906.1620687669515	-237.17394314891965	-906.1620687669515	54.000000400000005	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.16	0.0	1.0	0.6	1.0	0.01
10000	-116.5702717752252	-73.42504787098251	-43.14522390424269	-73.42504787098251	43.244587788779434	0.11671767639596264	0.3334735287629951	0.10880667512109954	0.055811633796619464	0.1719657794214422	0.09267457884872166	0.09232991330203077	0.02822021435112862	0.0	0.02833357271038288	0.3104760674508854	1.0	0.29066495026828426
20000	-119.02807820787203	-73.4590729501285	-45.56900525774353	-73.4590729501285	40.32688503881398	0.0764153488924354	0.3142983873397299	0.2650426113307378	0.10578332249175448	0.04189929003602211	0.02047010426476792	0.09123555069026401	0.08485538495428832	0.0	0.02457938461992641	0.1134399696174864	1.0	0.08425022461695778
30000	-121.42673253551715	-73.19575149773902	-48.230981037778115	-73.19575149773902	39.12344270264692	0.07670713860585805	0.22860591766786378	0.14903581087297207	0.15345277315760533	0.1342305350385624	0.10644194928826776	0.06667049041458223	0.08485538495428832	0.0	0.025044227466542307	0.2633126496899866	1.0	0.24052362199237826
40000	-119.19206368424108	-77.09308020243412	-42.09898348180695	-77.09308020243412	47.11450726791107	0.16123686088334388	0.4787192220729381	0.030216094671163846	0.03235669674861386	0.04260987968664471	0.15952963610250423	0.08092397640950777	0.01440763342528359	0.0	0.0349387784818155	0.25749939654055487	1.0	0.24692571230857074
50000	-118.67323400549971	-75.72192533771266	-42.951308667787046	-75.72192533771266	51.63872981292488	0.1509221615309862	0.5426359466440238	0.030216094671163846	0.14466930794580876	0.020637479247726118	0.06892965851756228	0.027581718017445446	0.01440763342528359	0.0	0.021394846155560088	0.4479386150361869	1.0	0.4390936087260301
60000	-121.21764788326041	-76.29222720157333	-44.92542068168709	-76.29222720157333	49.76040848665073	0.15987275018623895	0.40592070757618925	0.013952155071072017	0.12352831108785256	0.1192912436886032	0.04097666977742524	0.10633651387006558	0.03012164874255325	0.0	0.03162090873757715	0.18064511762378377	1.0	0.16203086092044056
70000	-121.03225868832152	-74.43916514967007	-46.59309353865144	-74.43916514967007	52.48043950882677	0.22401008124790261	0.3715663489026576	0.017584672560480952	0.07680984717505786	0.1225559631100488	0.0615267912782453	0.10769165379889131	0.01825464192671558	0.0	0.02311731234881516	0.10312478637415141	1.0	0.11917879342610554
80000	-120.64432569788815	-74.68242096077981	-45.96190473710834	-74.68242096077981	43.17188954153855	0.1414923321171831	0.25788427016143023	0.09291863926165299	0.1547791609642552	0.2674810707417504	0.0052419716562242605	0.06194791317078824	0.01825464192671558	0.0	0.022775854222423134	0.18817095757250019	1.0	0.20049176780956818
90000	-119.43989645741078	-74.59793557140763	-44.84196088600315	-74.59793557140763	42.93895386402683	0.08041464678221102	0.5317778755756082	0.10260789896673003	0.13683402700071612	0.030857196651594268	0.036405381636270794	0.06194791317078824	0.01915506021608132	0.0	0.036772496417566636	0.20853216493176818	1.0	0.15232375653825517
100000	-121.7735653672771	-75.63357920813046	-46.139986159146645	-75.63357920813046	45.977454126322165	0.09299274431293199	0.43067174078109977	0.12681731394420404	0.16229035507322237	0.08564679336623338	0.021590631906613093	0.06194791317078824	0.018042507444907128	0.0	0.0379755741682162	0.27348243016319906	1.0	0.23884449252473733
110000	-119.79898161694183	-73.23482566308017	-46.564155953861665	-73.23482566308017	44.90557117076782	0.15402420671833064	0.36213399489073567	0.15975925813125885	0.07796928404371989	0.0291372108526994	0.09794224916350101	0.07428932965128301	0.04474446654847147	0.0	0.031099306342595053	0.18464842836481515	1.0	0.18180077386602916
