	0	1	2	3	4	5	6	7	8	9
8685340	65	78	0	0	0	68	81	8	17	0
8325761	6	57	0	0	0	19	94	69	90	50
8663548	0	0	3	69	31	71	0	69	0	50
8681151	0	0	76	85	0	87	0	78	75	0
8683791	29	69	18	85	84	86	83	78	87	0
8686263	75	29	32	44	84	53	60	0	84	9
8445163	75	0	86	86	81	53	75	0	28	62
8673560	75	89	86	94	78	53	0	93	90	77
8553821	0	45	0	30	0	0	0	77	11	0
8662840	13	38	38	0	92	51	0	83	0	69
8639184	57	85	0	20	54	14	0	38	27	25
8523615	57	0	77	20	0	14	93	38	27	25
8753266	57	59	0	20	0	71	48	38	27	25
8752624	57	0	76	20	49	0	0	38	27	25
8687979	98	32	98	27	0	0	17	2	74	0
8711026	98	32	57	0	34	53	17	93	94	0
8453106	98	27	0	94	0	87	0	85	0	0
8674572	98	71	17	89	0	17	10	0	0	96
8675270	30	25	18	95	32	51	0	97	0	98
8758979	57	0	0	20	0	14	30	38	27	25
8757785	57	0	0	20	0	14	45	38	27	25
8687509	98	32	92	0	2	0	17	0	0	20
8616045	98	0	0	0	72	29	69	86	0	0
8734342	98	0	0	0	72	0	0	86	77	0
8603404	98	0	0	0	72	85	0	86	0	86
8617021	98	0	0	0	72	0	26	86	51	0
8720132	98	0	0	34	72	0	0	86	0	11
8196817	75	86	54	87	15	53	56	76	53	10
8536749	75	0	54	87	15	53	56	76	53	10
8700439	98	32	0	0	2	0	17	0	81	0
8705943	98	32	0	0	17	48	17	98	69	53
8502529	98	0	0	0	72	71	0	86	98	55
8488114	98	0	78	0	72	53	0	86	0	0
8480330	98	10	0	92	72	0	0	86	9	0
8606194	98	0	0	0	72	0	0	86	0	30
8779766	75	0	54	87	15	53	56	76	53	10
8766538	75	0	54	87	15	53	56	76	53	10
8419345	75	0	54	87	15	53	56	76	53	10
8765090	75	0	54	87	15	53	56	76	53	10
8629738	30	3	18	30	27	51	0	0	30	0
8623338	30	3	18	9	27	51	0	0	30	0
8739527	30	3	18	0	27	51	0	0	30	27
8739741	30	3	18	0	27	51	0	0	30	0
8598621	98	0	0	0	72	0	85	86	71	0
8374617	98	0	0	0	72	0	85	86	71	0
8600216	98	0	0	97	72	0	0	86	71	0
8496953	98	0	0	0	72	0	0	86	71	0
8729541	98	0	69	0	72	0	0	86	71	69
8512168	30	3	18	0	27	51	69	0	30	0
8746309	30	3	18	0	27	51	85	0	30	38
