cell	clone
5596243	0
5686861	1/3/18/34
5709419	6/10/13/14/15/17/22/30/32/45
5797346	7/12/46/53
5803904	5/8/11
5873388	23/27/35/41/51
5891725	0
5899847	0
5904486	7/12/46/53
5933454	7/12/46/53
5941142	7/12/46/53
5948006	24
5953101	19
5963548	5/8/11
5993138	1/3/18/34
6007069	6/10/13/14/15/17/22/30/32/45
6011829	9/25
6013586	9/25
6027939	0
6028647	0
6038659	0
6039671	0
6040369	0
6046250	0
6048890	0
6050439	2
6051362	0
6051912	7/12/46/53
6063611	7/12/46/53
6080695	7/12/46/53
6085569	7/12/46/53
6085983	7/12/46/53
6086951	7/12/46/53
6088373	7/12/46/53
6095043	7/12/46/53
6098367	7/12/46/53
6099365	5/8/11
6100672	5/8/11
6112426	5/8/11
6113141	16
6113510	16
6131636	1/3/18/34
6146704	1/3/18/34
6146916	1/3/18/34
6152089	6/10/13/14/15/17/22/30/32/43/44/49/57
6162745	9/25
6162813	9/25
6166335	9/25
6179259	23/27/35/41/51
6180669	23/27/35/41/51
