	0	1	2	3	4	5	6	7	8	9
0_P	0	12	30	4	0	4	81	9	53	0
2_P	81	24	36	0	10	0	0	89	46	10
0_M2	59	81	67	18	90	35	62	47	66	15
1_P	84	36	36	78	12	51	25	100	84	0
6/10/16_M1	59	0	20	30	9	11	64	100	84	95
8_P	4	55	10	31	0	66	10	100	84	56
3/7/11/13_M1	84	47	31	0	0	0	0	100	84	33
4/5/9/14_M1	54	5	46	12	72	9	0	100	84	0
17_M1	45	5	0	30	55	86	0	100	84	52
18_M1	84	5	86	0	1	91	72	100	84	90
20_M1	55	5	69	81	46	3	74	100	84	0
12/15/19_P	0	39	10	81	67	66	10	100	84	51
29_P	31	23	10	89	24	66	47	100	84	1
12/15/19_M1	22	31	10	35	44	66	81	100	84	84
12/15/19_M2	0	31	10	12	70	66	19	100	84	36
33_M2	20	81	10	30	0	66	88	100	84	74
34_M2	77	56	10	0	79	66	96	100	84	80
12/15/19_M5	30	0	10	1	67	66	27	100	84	10
39_M5	51	0	10	84	52	66	0	100	84	0
12/15/19_M8	59	100	10	20	80	66	35	100	84	59
28/31_M4	0	96	0	66	96	89	51	100	84	67
43_M4	33	100	88	10	0	96	69	100	84	0
46_M4	0	30	62	56	0	41	1	100	84	84
21/22/32_M6	66	5	95	0	0	22	96	100	84	0
49_M6	100	5	95	0	86	6	35	100	84	0
23/26_M3	0	51	10	0	10	66	88	100	84	49
42_M3	0	86	10	11	47	66	53	100	84	10
24/25_M5	41	0	10	81	0	66	0	100	84	46
38_M5	12	0	10	88	70	66	31	100	84	0
44_M5	0	0	10	76	13	66	73	100	84	80
27/40_M7	10	25	10	0	12	66	0	100	84	30
50_M7	0	51	10	4	82	66	64	100	84	89
51_M7	46	61	10	0	30	66	0	100	84	36
45_M6	100	5	95	0	25	46	84	100	84	0
47_M6	0	5	95	55	82	9	84	100	84	31
48_M6	0	5	95	5	2	41	81	100	84	36
30_M3	0	0	10	37	0	66	69	100	84	38
36_M3	90	4	10	39	0	66	64	100	84	5
37_M3	30	0	10	41	26	66	42	100	84	29
35_M5	0	4	10	84	100	66	0	100	84	86
41_M5	0	17	10	55	36	66	13	100	84	86
