cell	clone
5805141	24/33/64/68/71
5816278	0
5840470	6/8/31/39/58
5917272	1
5936751	2/7/11/14/19
5940733	2/7/11/14/16
5949167	16/20
5992057	4
5998782	0
6050610	9/12/15/17/21/32/34/37
6053007	46/48
6057209	13/22/27/29/30
6063630	13/22/27/29/30
6066642	9/12/15/17/21/32/34/43
6070936	9/12/15/17/21/32/34/37
6073570	24/33/64/68/71
6074115	0
6075062	0
6075770	0
6081469	1
6085782	0
6086794	3/5
6087492	0
6093373	1
6096013	0
6097562	1
6098485	1
6099035	3/5
6110734	6/8/31/39/58
6122755	2/7/11/14/16/20/26
6125286	20/25
6127818	20
6129406	2/7/11/14
6129535	16/20/25
6132692	26
6133106	2/7/11/14
6134074	19
6134746	2/7/11/14
6135496	25/28
6142166	9/12/15/17/21/32/34/37
6145490	9/12/15/17/21/32/34/43
6146488	46/48
6147795	40
6151876	9/12/15/17/21/32/34/43
6153491	10/23/41/47
6159549	9/12/15/17/21/32/34/37
6159554	9/12/15/17/21/32/34/43
6160264	9/12/15/17/21/32/34/43
6160633	40
6165137	45/51/63
