cell	clone
3730646	6/10
4375407	25/28
4451189	11/14/37
4504285	25/28
4565101	11/17
4582540	11/14/37
4762712	11/14/37
4765876	13/27
4822783	3
4827705	3
4841745	16
4842210	2
4865433	40
4880066	11/14/37
4882931	47
4883252	11/14/37
4890975	11/14/37
4911680	40
4925501	13/27
4941523	25/28
4948092	25/28
4958497	7/15/23/24/26/29/32/36/41
4965035	0/1
4965743	2/7
4975755	0/1
4976767	4
4977465	3
4983346	0/1
4985986	3
4987535	2
4988458	2
4989008	6/10
5000707	16
5017791	2
5022698	40
5023081	11/14/37
5026735	40
5030295	11/14/37
5036826	11/14/37
5058100	11/14/37
5068733	13/27/48
5083801	13/27
5084013	46
5089186	25/28
5099842	39
5099910	39
5103432	25/28
5116356	7/15/23/24/26/29/32/36/41
5117766	18/30/45
5120744	22/31/34/49/52
