cell	clone
8601041	0
9126250	3/6/7/16/17/19/24/36/41/49
9133474	10/20/29/47/50
9169585	69
9355977	0
9370255	3/6/7/16/17/19/24/36/44
9392482	8/12/14/18/31/32/33
9407341	8/12/14/18/31/32/33
9426396	3/6/7/16/17/19/24/36/42/46/48/52/56/59
9437736	4/11/15/21/26/27/45/53/55/65
9448882	74
9470020	0
9509119	13/25/39
9522843	10/20/29/47/50
9540173	3/6/7/16/17/19/24/36/42/46/48/52/56/59
9546724	3/6/7/16/17/19/24/36/42/46/48/52/56/59
9564105	5/9/22/23/28/30/34/35/37/43/58/60/66
9585695	5/9/22/23/28/30/34/35/37/43/58/60/66
9588230	0
9588938	0
9598950	0
9599962	2
9600660	0
9606541	0
9609181	2
9610730	2
9611653	2
9612203	1
9623902	13/25/39
9638454	51/54/57/62/76/81/82/84
9640986	10/20/29/47/50
9642574	61
9645860	10/20/29/47/50
9646274	10/20/29/47/50
9647242	10/20/29/47/50
9648664	8/12/14/18/31/32/33
9655334	63
9658658	8/12/14/18/31/32/33
9659656	10/20/29/47/50
9660963	8/12/14/18/31/32/33
9666659	3/6/7/16/17/19/24/36/42/46/48/52/56/59
9672717	70
9672722	70
9673432	3/6/7/16/17/19/24/36/42/46/48/52/56/59
9673801	3/6/7/16/17/19/24/36/42/46/48/52/56/59
9691927	5/9/22/23/28/30/34/35/37/43/58/60/66
9705155	74
9706995	5/9/22/23/28/30/34/35/37/43/58/60/66
9707207	4/11/15/21/26/27/45/53/55/65
9712380	4/11/15/21/26/27/45/53/55/65
