cell	clone
10013784	0/1
10017172	0/1
10024233	0/1
10028942	2
10144655	14/15/27
10152460	14/15/27
10156450	38/39
10178069	73/75
10181146	38/45/49
10183139	64/65
10187092	72
10193639	38/45/49
10197093	38/45/49
10197315	38/45/49
10201092	38/45/49
10201260	64/65
10202605	0/1/3
10203552	0/1/3
10204260	0/1
10209959	3
10214272	0/1
10215284	0/1
10215982	4/5
10221863	0/1
10224503	0/1
10226052	0/1
10226975	0/1
10227525	3
10239224	14/15/27
10253776	14/15/27
10256308	10/11/16/18/22/25/31/46/53/59/61/67/82/89
10257896	10/11/16/18/22/25/31/46/53/59/61/67/82/88
10258025	10/11/16/18/22/25/31/46/53/59/61/67/82
10261182	10/11/16/18/22/25/31/46/53/59/61/67/79/81
10261596	83
10262564	90
10263986	10/11/16/18/22/25/31/46/53/59/61/67
10270656	7/13/17/19/21/24/26/28/34/42/44/51/52/56/66/68/69
10273980	84
10274978	38/45/49
10276285	72
10280366	64/65
10281981	77
10288039	87
10288044	87
10288754	73/75
10289123	73/75
10293627	73/75
9794370	10/11/16/18/22/25/31/46/53/59/61/67/79/81
9800947	7/13/17/19/21/24/26/28/34/42/44/51/52/56/66/68/69/78
