	0	1	2	3	4	5	6	7	8	9
7108125	0	36	16	0	0	6	47	83	0	0
7123000	0	67	0	0	59	6	26	0	0	0
7217195	0	50	59	0	0	6	16	0	15	77
7206171	0	0	0	0	96	0	0	36	0	58
7309160	0	0	0	0	0	58	98	7	0	58
7205463	96	61	0	96	2	0	0	36	28	58
7223774	98	0	47	0	0	0	29	36	0	58
7226414	16	0	29	0	0	24	95	36	0	58
7216183	0	0	95	41	0	77	77	67	98	58
7227963	60	0	0	3	0	89	20	98	83	58
7217893	60	0	0	0	0	1	48	36	0	58
7228886	37	67	0	0	99	96	0	36	96	58
6795887	27	89	0	0	20	0	0	0	64	58
6392186	0	0	36	0	58	0	0	60	0	58
7229436	0	0	18	96	0	0	19	96	0	58
7186827	0	0	67	57	0	0	77	37	64	58
7190273	85	0	67	0	0	0	77	0	64	58
7289950	0	10	67	0	0	0	77	0	64	58
7276889	0	95	0	0	0	0	83	14	64	58
7295538	68	0	67	26	0	0	77	0	64	58
7089173	0	0	67	0	0	0	77	0	64	58
7307712	0	0	67	0	64	17	77	0	64	58
6867098	0	0	67	0	69	0	77	0	64	58
7290665	0	0	67	0	0	0	77	0	64	58
7089350	10	0	67	0	0	0	77	0	64	58
7275891	0	95	0	0	0	0	83	0	64	58
7176365	0	95	0	0	0	0	83	0	64	58
7128867	0	95	0	0	0	0	83	0	64	58
7070086	0	95	0	96	0	0	83	0	64	58
7289955	0	0	67	0	0	0	77	0	64	58
7241135	0	95	0	0	0	0	83	0	64	58
7144155	0	95	0	0	0	0	83	0	64	58
7098579	0	95	0	0	30	0	83	0	64	58
7259807	0	95	0	0	0	92	83	0	64	58
7272567	0	95	0	25	0	0	83	0	64	58
7283892	0	0	67	0	30	0	77	0	64	58
7291034	47	0	67	0	0	10	77	0	64	58
7264475	96	95	0	0	63	0	83	0	64	58
7263093	0	95	0	0	0	0	83	0	64	58
7265897	0	95	0	0	0	4	83	0	64	58
7204332	0	95	0	0	0	85	83	0	64	58
7172650	0	95	0	0	0	0	83	0	64	58
7060021	0	95	0	0	0	0	83	0	64	58
7258219	0	95	58	36	0	0	83	0	64	58
7059102	0	95	0	0	67	0	83	0	64	58
7259936	0	95	0	0	92	89	83	20	64	58
7145640	0	95	0	32	0	0	83	0	64	58
7278196	0	95	0	0	0	0	83	0	64	58
7263507	0	95	0	0	0	0	83	37	64	58
7255687	95	95	34	0	0	0	83	0	64	58
