cell	clone
6495927	27
6536731	31
6576796	0/1
6705049	31
6719662	31
6766135	6/7/10
6774173	13/16
6791161	6/7/10
6797957	11/13
6811752	27
6850130	27
6913823	0/1
6921504	6/7/10
6939729	17
6949511	6/7/10
6950323	11
6974790	37
7008997	27
7009209	27
7022657	31
7035596	31
7043629	45
7058539	0/1
7059247	0/1
7069259	0/1
7070271	0/1
7076850	0/1
7079490	2/3
7081962	0/1
7083311	6/7/10
7095315	6/7/10
7100264	14
7101449	6/7/10
7118651	6/7/10
7130827	14
7135178	27
7139110	38
7145746	27
7164804	37
7195254	31
7201050	31
7201159	31
7204753	31
7209272	31
7209291	31
7209354	31
7223482	31
7223750	31
7224632	31
7228291	4/20/22/28/46/48
