cell	clone
4284785	0
4423188	15/20/25/26/38/40
4434976	15/20/25/26/42/45
4479820	4/31/52
4507298	62
4532295	0
4563067	15/20/25/26/38/40
4572470	17/24/28
4586453	46
4596292	59
4614618	6/14/34/36/53/56
4641181	0
4674087	15/20/25/26/42/45
4700661	17/24/28
4705856	46/51
4716385	4/31/52
4733406	22/33/41
4734954	65
4756485	0
4757193	0
4767205	0
4768217	0
4768915	0
4774796	0
4777436	0
4778985	0
4779908	0
4780458	0
4792157	15/20/25/26/42/45
4806709	15/20/25/26/38/40
4809241	15/20/25/26/38/40
4810829	15/20/25/26/38/40
4814115	15/20/25/26/38/40
4814529	15/20/25/26/38/40
4815497	15/20/25/26/38/40
4816919	17/24/28/43
4823589	17/24/28
4826913	17/24/28
4827911	17/24/28
4829218	49
4834914	46
4840972	17/24/28
4840977	17/24/28
4841687	4/31/52
4842056	4/31/52
4860182	22/33/41/58
4873410	6/14/34/36/53/56
4875250	6/14/34/36/53/56
4875462	6/14/34/36/53/56
4880635	6/14/34/36/53/56
