cell	clone
5117145	47/62
5902051	47/62
5964780	0
6052225	47/62/67
6087394	4/13/16/21/25/40/50/51
6289990	2/5/8/12/31/35/37/39
6318617	67
6331974	47/62/67
6376368	7/14/15/17/20/23/30
6379347	7/14/15/17/20/23/24
6381835	7/14/15/17/20/23/28
6383562	7/14/15/17/20/23/28
6423956	0
6443260	2/5/8/12/31/35/37/39
6455330	2/5/8/12/31/35/37/39
6478943	47/62
6514460	67
6541981	7/14/15/17/20/23/30
6566413	74
6567626	0
6568334	0
6578346	0
6579358	0
6585937	1
6588577	0
6591049	0
6591599	1
6603298	2/5/8/12/31/35/37/39
6620382	2/5/8/12/31/35/37/39
6625256	2/5/8/12/31/35/37/39
6625670	2/5/8/12/31/35/37/39
6626638	2/5/8/12/31/35/37/39
6628060	2/5/8/12/31/35/37/39
6634730	2/5/8/12/31/35/37/39
6638054	2/5/8/12/31/35/37/39
6639052	2/5/8/12/31/35/37/39
6640359	2/5/8/12/31/35/37/39
6652113	47/62
6653197	47/62
6686391	67
6686603	67
6691776	67
6702500	47/62
6706022	7/14/15/17/20/23/24
6720356	7/14/15/17/20/23/28
6723334	7/14/15/17/20/23/28
6724635	3/6/22/26
6734974	4/13/16/21/25/40/50/51
6737377	2/11/18/19/33/34/36/42
6740273	2/11/18/19/33/34/36/42
