cell	clone
5683760	3/6/9/13/15/19/27/28/29
5721886	0
5860521	1
5922364	4/5/11
5929048	4/5/11
5932513	4/5/11
6147297	0
6155796	0
6158752	0
6167161	2/7/26/30/31/36
6201549	2/7/26/30/31/36
6208843	2/7/26/30/31/36
6271349	3/6/9/13/15/19/27/28/29
6293309	0
6294295	1
6304995	0
6315184	2/7/26/30/31/36
6331798	2/7/26/30/31/36
6344877	2/7/26/30/31/36
6345283	39
6347642	2/7/26/30/31/36
6350079	2/7/26/30/31/36
6351505	2/7/26/30/31/36
6359374	4/5/11
6377479	16/18
6388991	8/10/12/14
6400378	8/10/12/14
6414381	35/37
6420924	3/6/9/13/15/19/27/28/29
6430738	0
6431446	0
6440625	0
6445617	0
6453734	0
6467918	2/7/26/30/31/36
6475658	2/7/26/30/31/36
6479658	2/7/26/30/31/36
6488030	2/7/26/30/31/36
6515225	17
6515940	4/5/11
6516309	4/5/11
6534435	8/10/12/14
6547663	8/10/12/14
6549503	8/10/12/14
6549715	20
6554888	8/10/12/14
6561432	34
6565544	34
6565612	34
6569134	35
