cell	clone
7650186	46
7695573	0
7736375	39
7766944	38
7835537	2/3/6/8/19/21/31/34
7881093	37
7919095	0
7936089	2/3/6/8/19/21/31/34
7941445	35/36
7999922	11/13/14/22/25/28/33/44
8013856	0
8015639	0
8044877	35/36/41
8068567	39
8085309	1/4/9/17/18/20/26/27/29/32
8087973	43
8093840	1/4/9/17/18/20/26/27/29/32
8103274	1/4/9/17/18/20/26/27/29/32
8109756	11/13/14/22/25/28/33/44
8111206	11/13/14/22/25/28/33/44
8116721	0
8117429	0
8127441	0
8128453	0
8129151	0
8135032	0
8137672	0
8139221	0
8140144	0
8140694	0
8152393	2/3/6/8/19/21/31/34
8166945	40
8169477	2/3/6/8/19/21/31/34
8171065	35/36
8174351	39
8174765	2/3/6/8/19/21/31/34
8175733	41
8177155	40
8183825	42
8187149	35/36
8188147	40
8189454	39
8195150	46
8201208	38
8201213	37
8201923	46
8202292	37
8206796	1/4/9/17/18/20/26/27/29/32
8218970	11/13/14/22/25/28/33/44
8220418	11/13/14/22/25/28/33/44
