cell	clone
2973811	0
3004662	25
3061587	10/14
3156808	5
3169310	10/14
3182072	3
3242859	27
3270346	6/7/13/17/41
3303588	0
3305728	0
3324644	33
3336392	12
3344688	12
3358757	39
3361877	5
3363863	20
3367677	20
3374344	5
3381921	6/7/13/17/41
3391206	48
3400586	0
3401294	0
3411306	0
3412318	0
3413016	0
3418897	3
3421537	0
3423086	0
3424009	0
3424559	11/23
3436258	11
3450810	29
3453342	29
3454930	12
3458216	12
3458630	12
3459598	12
3461020	12
3467690	21
3471014	21
3472012	39
3473319	38
3479015	31/40/44
3485073	20
3485078	20
3485788	26/32
3486157	26/32
3490661	5
3502835	10/14/43/47
3504283	10/14
