cell	clone
7851606	0
7885594	17/20/22
7929198	0
7999242	41/54/64
8062261	3/8/9/10/14/15/18/19
8118836	6/11/13/16
8130410	17/20
8140638	3/8/9/10/14/15/18/19
8165254	0
8177552	0
8185663	2
8207599	24
8215289	33
8235685	31/32
8237633	3/8/9/10/14/15/18/19
8239311	34/44
8243711	0
8244658	0
8245366	0
8251065	0
8255378	0
8256390	0
8257088	0
8259854	0
8262969	0
8265609	0
8267158	0
8268081	0
8268413	2
8268631	0
8280330	6/11/13/16/17/20/22
8292351	24
8294882	22/24
8297414	3/8/9/10/14/15/18/19
8299002	3/8/9/10/14/15/18/19
8299131	3/8/9/10/14/15/18/19
8302288	3/8/9/10/14/15/18/19
8302702	3/8/9/10/14/15/18/19
8303670	3/8/9/10/14/15/18/19
8304342	3/8/9/10/14/15/18/19
8305092	3/8/9/10/14/15/18/19
8306393	3/8/9/10/14/15/18/19
8309529	3/8/9/10/14/15/18/19
8310137	3/8/9/10/14/15/18/19
8311762	3/8/9/10/14/15/18/19
8315086	3/8/9/10/14/15/18/19
8316084	3/8/9/10/14/15/18/19
8317391	3/8/9/10/14/15/18/19
8321472	63
8323087	34/44
