cell	clone
10422219	4/20
10530565	7
10671284	0
11028613	7
11109104	4/6/17/21/23/24/28/30/32
11276332	4/6/17/21/23/24/28/30/32
11281111	4/6/17/21/23/24/28/30/32
11282840	4/6/17/21/23/24/28/30/32
11307652	38/41
11321681	0
11356605	9/13
11388046	4/20
11391983	4/20
11417686	40
11464227	39/43
11467768	38/41
11470910	38/41
11471534	38/41
11477345	38/41
11480009	0
11480717	2/3
11490729	0
11491741	2/3
11498320	0
11500960	0
11503432	0
11503982	0
11515681	7/10
11532765	19/22/31
11537639	19/22/31
11538053	35
11539021	19/22/31
11540443	19/22/31
11547113	19/22/31
11550437	19/22/31
11551435	19/22/31
11552742	35
11564496	4/20
11565211	4/20
11565580	4/20
11598774	42
11598986	42
11604159	14/18/27
11614883	4/6/17/21/23/24/28/30/32
11618405	4/6/17/21/23/24/28/30/32
11631329	38/41
11632739	38/41
11635717	38/41
11637018	44
11647357	44
