	0	1	2	3	4	5	6	7	8	9
13155300	47	55	57	56	82	0	41	36	57	50
13156008	0	37	0	35	86	91	75	36	32	35
13167032	0	52	88	51	0	65	0	0	16	22
13176251	7	20	97	72	42	0	57	0	76	72
13178723	7	20	97	72	42	0	57	0	76	72
12992381	81	0	0	0	89	55	0	19	48	0
13179273	94	99	18	80	50	0	27	-1	92	0
13166020	0	39	41	19	24	48	0	37	0	72
13005422	0	47	0	0	0	19	0	52	0	73
12541539	56	39	15	71	22	57	25	56	81	19
13327947	56	39	15	56	57	57	25	57	81	19
13173611	0	41	0	57	19	0	98	0	26	23
12509092	51	0	0	80	0	0	0	53	0	37
13190972	51	0	0	80	0	27	-1	53	0	37
12809511	99	39	52	19	0	7	52	87	35	20
13279450	99	39	52	19	0	99	52	87	0	20
13239787	56	39	15	57	0	57	25	0	81	19
13226726	56	39	15	23	20	57	25	86	81	19
13087531	0	80	0	65	18	0	4	0	0	48
13225728	51	0	0	80	0	0	0	53	13	37
13212930	51	0	0	80	0	79	0	53	0	37
13222404	51	0	0	80	0	0	0	53	0	37
13026736	51	10	0	80	0	0	0	53	0	37
13293696	99	39	52	19	0	33	52	87	0	20
12945133	99	39	52	19	0	61	52	87	0	20
13290174	99	39	52	19	72	91	52	87	0	20
13074682	56	39	15	0	8	57	25	32	81	19
12393840	56	39	15	99	0	57	25	81	81	19
13274277	62	97	88	0	23	96	4	0	0	48
13274065	59	0	0	0	48	96	4	63	0	48
13215734	51	0	0	80	0	0	0	53	37	37
13208056	51	0	0	80	0	0	0	53	42	37
13030650	51	0	0	80	0	19	27	-1	20	37
12938451	99	39	52	19	47	0	52	87	20	20
13228033	56	39	15	92	0	57	25	82	81	19
13240871	56	39	15	80	0	57	25	19	81	19
13214312	51	0	0	80	0	0	0	53	0	37
13213344	51	0	0	80	0	0	0	53	0	37
12946917	99	39	52	19	0	82	52	87	0	20
12599176	99	39	52	19	46	0	52	87	88	20
13325051	56	39	15	0	0	57	25	0	81	19
13322648	56	39	15	24	0	57	25	0	81	19
13312309	56	39	15	0	0	57	25	0	81	19
13311008	56	39	15	0	57	57	25	0	81	19
12791256	56	39	15	0	72	57	25	0	81	19
12633610	56	39	15	0	57	57	25	0	81	19
13141126	56	39	15	0	37	57	25	91	81	19
13308030	56	39	15	0	0	57	25	35	81	19
13144237	56	39	15	0	57	57	25	0	81	19
12803883	56	39	15	0	57	57	25	0	81	19
