cell	clone
7431206	57
7916291	4/5/11/19/20
8441723	0/1/2/3
8604452	22/27/36
8647026	0/1/2
8661166	4/5/11/19/20/21
8672833	4/5/11/19/20
8700610	28/53
8704514	28/53
8753714	50
8755503	44
8760307	44
8762099	44
8773742	4/5/10/16/18/29/32/35
8782104	4/5/10/16/18/29/32/35
8783722	49
8784776	45
8786838	45
8797387	22/27/36
8802327	22/27/36
8818048	0/1/2/9
8828768	6
8829780	0/1/2
8836359	0/1/2
8838999	0/1/2
8841471	0/1/2
8842021	3
8853720	4/5/11/19/20/22
8870804	13/15/23/26
8875678	13/15
8876092	23/25
8878482	23/24
8885152	23/24
8888476	23/24
8889474	23/24
8890781	23/24
8902535	28/53
8903619	28/53
8936813	28/53
8937025	28/53
8942198	12/14/17/31
8952922	54
8956444	44
8973756	38
8975057	38
8985396	4/5/10/16/18/29/32/35
8987799	4/5/10/16/18/29/32/35
8990695	22/27/36
8999747	22/27/36
9002156	22/27/36
