cell	clone
8174520	7/10/11/15/20/24/26/39/55/64/66/72
8257508	8/9/17/23/30/33/46/61/74/83/89/92
8403834	51
8429361	107
8515170	102
8529542	53/54/57/63/68/69/71
8542003	53/54/57/63/68/69/71
8566462	1
8597521	4/16/19/21/27/32/35/36/43/45/82/90
8608423	4/16/19/21/27/32/35/36/43/45/82/90/99
8621363	95/105
8624985	95/106
8629040	95/105
8631088	53/54/57/63/68/69/71
8643224	0
8644982	3
8649950	0
8679985	2/13/18/22/25/28/37
8684002	2/13/18/22/25/28/37
8691695	7/10/11/15/20/24/26/39/55/64/66/72
8703857	7/10/11/15/20/24/26/39/55/64/66/72
8722780	94
8727574	0
8728521	0
8729229	0
8734928	1
8739241	0
8740253	0
8740951	0
8746832	0
8749472	0
8751021	0
8751944	0
8752494	0
8764193	2/13/18/22/25/28/37
8776214	2/13/18/22/25/28/37
8778745	41/49
8781277	2/13/18/22/25/28/37
8782104	4/16/19/21/27/32/35/36/43/45/82/90
8785450	104
8787358	4/16/19/21/27/32/35/36/43/45/82/90
8794062	101
8796679	104
8798223	97
8803124	53/54/57/63/68/69/71
8805161	47/56/60/84/85/88
8809093	95/106
8815729	53/54/57/63/68/69/71
8819162	53/54/57/63/68/69/71
8819398	53/54/57/63/68/69/71
